Model,MDO3014
Firmware Version,1.20

Waveform Type,ANALOG,,
1.4e-04,-0.64,0.112,0.018
1.4e-04,-0.68,0.108,0.014
1.4e-04,-0.64,0.112,0.014
1.4e-04,-0.72,0.116,0.018
1.4e-04,-0.68,0.112,0.018
1.5e-04,-0.68,0.116,0.018
1.5e-04,-0.68,0.112,0.01
1.5e-04,-0.64,0.112,0.022
1.5e-04,-0.68,0.116,0.01
1.5e-04,-0.68,0.116,0.014
1.6e-04,-0.68,0.112,0.018
1.6e-04,-0.68,0.112,0.014
1.6e-04,-0.68,0.12,0.014
1.6e-04,-0.72,0.116,0.022
1.6e-04,-0.68,0.116,0.014
1.7e-04,-0.64,0.112,0.018
1.7e-04,-0.64,0.112,0.01
1.7e-04,-0.68,0.12,0.014
1.7e-04,-0.68,0.116,0.01
1.7e-04,-0.68,0.112,0.014
1.8e-04,-0.72,0.112,0.018
1.8e-04,-0.68,0.112,0.014
1.8e-04,-0.64,0.116,0.014
1.8e-04,-0.68,0.116,0.018
1.8e-04,-0.68,0.116,0.018
1.9e-04,-0.64,0.104,0.018
1.9e-04,-0.64,0.116,0.01
1.9e-04,-0.68,0.112,0.018
1.9e-04,-0.68,0.112,0.014
1.9e-04,-0.68,0.116,0.014
2.0e-04,-0.68,0.116,0.022
2.0e-04,-0.68,0.116,0.014
2.0e-04,-0.64,0.116,0.014
2.0e-04,-0.64,0.116,0.014
2.0e-04,-0.68,0.116,0.014
2.1e-04,-0.68,0.112,0.014
2.1e-04,-0.68,0.112,0.014
2.1e-04,-0.68,0.112,0.014
2.1e-04,-0.68,0.116,0.014
2.1e-04,-0.64,0.108,0.018
2.2e-04,-0.64,0.112,0.014
2.2e-04,-0.68,0.112,0.014
2.2e-04,-0.68,0.112,0.014
2.2e-04,-0.68,0.112,0.018
2.2e-04,-0.64,0.112,0.014
2.3e-04,-0.68,0.116,0.018
2.3e-04,-0.64,0.116,0.014
2.3e-04,-0.68,0.112,0.014
2.3e-04,-0.64,0.116,0.014
2.3e-04,-0.68,0.112,0.014
2.4e-04,-0.68,0.112,0.01
2.4e-04,-0.68,0.116,0.014
2.4e-04,-0.64,0.116,0.014
2.4e-04,-0.68,0.112,0.018
2.4e-04,-0.68,0.116,0.014
2.5e-04,-0.64,0.116,0.014
2.5e-04,-0.68,0.112,0.014
2.5e-04,-0.64,0.112,0.014
2.5e-04,-0.64,0.112,0.014
2.5e-04,-0.68,0.112,0.018
2.6e-04,-0.68,0.112,0.014
2.6e-04,-0.64,0.116,0.014
2.6e-04,-0.68,0.112,0.018
2.6e-04,-0.64,0.116,0.014
2.6e-04,-0.68,0.116,0.014
2.7e-04,-0.68,0.112,0.014
2.7e-04,-0.68,0.108,0.014
2.7e-04,-0.68,0.112,0.014
2.7e-04,-0.68,0.112,0.014
2.7e-04,-0.68,0.116,0.014
2.8e-04,-0.68,0.116,0.01
2.8e-04,-0.68,0.116,0.014
2.8e-04,-0.68,0.112,0.014
2.8e-04,-0.64,0.112,0.014
2.8e-04,-0.64,0.112,0.018
2.9e-04,-0.64,0.112,0.014
2.9e-04,-0.68,0.112,0.014
2.9e-04,-0.64,0.112,0.018
2.9e-04,-0.64,0.112,0.014
2.9e-04,-0.68,0.112,0.01
3.0e-04,-0.64,0.112,0.014
3.0e-04,-0.64,0.112,0.014
3.0e-04,-0.64,0.108,0.018
3.0e-04,-0.64,0.112,0.014
3.0e-04,-0.64,0.112,0.018
3.1e-04,-0.68,0.112,0.014
3.1e-04,-0.64,0.112,0.014
3.1e-04,-0.68,0.112,0.014
3.1e-04,-0.72,0.112,0.014
3.1e-04,-0.68,0.116,0.014
3.2e-04,-0.68,0.112,0.018
3.2e-04,-0.64,0.112,0.014
3.2e-04,-0.68,0.108,0.014
3.2e-04,-0.64,0.116,0.014
3.2e-04,-0.64,0.112,0.014
3.3e-04,-0.68,0.112,0.022
3.3e-04,-0.68,0.112,0.014
3.3e-04,-0.68,0.112,0.014
3.3e-04,-0.64,0.112,0.014
3.3e-04,-0.68,0.112,0.01
3.4e-04,-0.64,0.116,0.018
3.4e-04,-0.64,0.116,0.018
3.4e-04,-0.68,0.116,0.014
3.4e-04,-0.68,0.108,0.014
3.4e-04,-0.64,0.116,0.014
3.5e-04,-0.64,0.108,0.014
3.5e-04,-0.64,0.116,0.014
3.5e-04,-0.64,0.112,0.014
3.5e-04,-0.64,0.116,0.014
3.5e-04,-0.64,0.108,0.014
3.6e-04,-0.64,0.112,0.018
3.6e-04,-0.68,0.116,0.014
3.6e-04,-0.68,0.116,0.018
3.6e-04,-0.68,0.108,0.014
3.6e-04,-0.68,0.112,0.014
3.7e-04,-0.64,0.116,0.014
3.7e-04,-0.64,0.112,0.014
3.7e-04,-0.64,0.112,0.014
3.7e-04,-0.68,0.112,0.018
3.7e-04,-0.64,0.112,0.014
3.8e-04,-0.68,0.116,0.01
3.8e-04,-0.64,0.108,0.014
3.8e-04,-0.68,0.108,0.014
3.8e-04,-0.68,0.112,0.018
3.8e-04,-0.64,0.116,0.014
3.9e-04,-0.6,0.112,0.014
3.9e-04,-0.64,0.108,0.014
3.9e-04,-0.64,0.112,0.014
3.9e-04,-0.64,0.116,0.014
3.9e-04,-0.64,0.116,0.018
4.0e-04,-0.68,0.108,0.014
4.0e-04,-0.68,0.116,0.014
4.0e-04,-0.68,0.108,0.018
4.0e-04,-0.64,0.112,0.014
4.0e-04,-0.64,0.112,0.018
4.1e-04,-0.68,0.116,0.014
4.1e-04,-0.68,0.116,0.014
4.1e-04,-0.68,0.116,0.018
4.1e-04,-0.64,0.112,0.014
4.1e-04,-0.68,0.112,0.018
4.2e-04,-0.68,0.116,0.014
4.2e-04,-0.68,0.108,0.018
4.2e-04,-0.64,0.112,0.018
4.2e-04,-0.64,0.112,0.018
4.2e-04,-0.64,0.112,0.018
4.3e-04,-0.68,0.112,0.014
4.3e-04,-0.64,0.112,0.018
4.3e-04,-0.68,0.116,0.018
4.3e-04,-0.64,0.116,0.018
4.3e-04,-0.72,0.112,0.018
4.4e-04,-0.68,0.112,0.014
4.4e-04,-0.68,0.112,0.014
4.4e-04,-0.64,0.116,0.018
4.4e-04,-0.64,0.112,0.014
4.4e-04,-0.64,0.112,0.014
4.5e-04,-0.68,0.116,0.014
4.5e-04,-0.68,0.116,0.014
4.5e-04,-0.64,0.112,0.014
4.5e-04,-0.64,0.112,0.014
4.5e-04,-0.68,0.112,0.014
4.6e-04,-0.68,0.112,0.018
4.6e-04,-0.68,0.116,0.018
4.6e-04,-0.68,0.112,0.018
4.6e-04,-0.64,0.112,0.022
4.6e-04,-0.64,0.112,0.018
4.7e-04,-0.68,0.112,0.014
4.7e-04,-0.68,0.112,0.014
4.7e-04,-0.64,0.112,0.014
4.7e-04,-0.64,0.116,0.018
4.7e-04,-0.64,0.116,0.018
4.8e-04,-0.64,0.116,0.014
4.8e-04,-0.64,0.116,0.018
4.8e-04,-0.68,0.112,0.018
4.8e-04,-0.64,0.112,0.018
4.8e-04,-0.68,0.116,0.014
4.9e-04,-0.68,0.112,0.018
4.9e-04,-0.68,0.116,0.018
4.9e-04,-0.6,0.112,0.014
4.9e-04,-0.68,0.116,0.018
4.9e-04,-0.68,0.112,0.014
5.0e-04,-0.68,0.112,0.014
5.0e-04,-0.68,0.112,0.014
5.0e-04,-0.68,0.112,0.014
5.0e-04,-0.68,0.12,0.018
5.0e-04,-0.68,0.112,0.014
5.1e-04,-0.64,0.116,0.014
5.1e-04,-0.64,0.116,0.014
5.1e-04,-0.64,0.116,0.014
5.1e-04,-0.64,0.116,0.01
5.1e-04,-0.68,0.112,0.018
5.2e-04,-0.64,0.112,0.014
5.2e-04,-0.64,0.112,0.018
5.2e-04,-0.68,0.112,0.014
5.2e-04,-0.64,0.112,0.014
5.2e-04,-0.64,0.112,0.018
5.3e-04,-0.64,0.116,0.014
5.3e-04,-0.68,0.112,0.018
5.3e-04,-0.64,0.112,0.014
5.3e-04,-0.64,0.108,0.014
5.3e-04,-0.68,0.112,0.014
5.4e-04,-0.64,0.116,0.018
5.4e-04,-0.68,0.116,0.014
5.4e-04,-0.64,0.112,0.014
5.4e-04,-0.64,0.116,0.018
5.4e-04,-0.64,0.112,0.014
5.5e-04,-0.68,0.112,0.014
5.5e-04,-0.68,0.112,0.014
5.5e-04,-0.64,0.112,0.018
5.5e-04,-0.68,0.112,0.01
5.5e-04,-0.68,0.112,0.014
5.6e-04,-0.64,0.116,0.014
5.6e-04,-0.64,0.116,0.014
5.6e-04,-0.64,0.112,0.014
5.6e-04,-0.64,0.112,0.014
5.6e-04,-0.64,0.12,0.022
5.7e-04,-0.64,0.112,0.014
5.7e-04,-0.64,0.116,0.018
5.7e-04,-0.68,0.116,0.018
5.7e-04,-0.64,0.116,0.018
5.7e-04,-0.68,0.12,0.014
5.8e-04,-0.64,0.112,0.018
5.8e-04,-0.64,0.116,0.018
5.8e-04,-0.64,0.116,0.014
5.8e-04,-0.6,0.116,0.014
5.8e-04,-0.6,0.112,0.018
5.9e-04,-0.64,0.116,0.018
5.9e-04,-0.68,0.116,0.014
5.9e-04,-0.64,0.116,0.014
5.9e-04,-0.64,0.116,0.014
5.9e-04,-0.64,0.112,0.014
6.0e-04,-0.68,0.112,0.018
6.0e-04,-0.64,0.112,0.018
6.0e-04,-0.64,0.116,0.014
6.0e-04,-0.68,0.116,0.014
6.0e-04,-0.64,0.116,0.014
6.1e-04,-0.64,0.112,0.014
6.1e-04,-0.64,0.116,0.014
6.1e-04,-0.64,0.116,0.018
6.1e-04,-0.6,0.112,0.014
6.1e-04,-0.6,0.112,0.018
6.2e-04,-0.64,0.112,0.018
6.2e-04,-0.64,0.112,0.014
6.2e-04,-0.64,0.116,0.014
6.2e-04,-0.64,0.108,0.022
6.2e-04,-0.64,0.108,0.014
6.3e-04,-0.6,0.116,0.014
6.3e-04,-0.64,0.12,0.022
6.3e-04,-0.64,0.116,0.014
6.3e-04,-0.64,0.116,0.014
6.3e-04,-0.68,0.112,0.014
6.4e-04,-0.6,0.116,0.014
6.4e-04,-0.64,0.116,0.018
6.4e-04,-0.64,0.112,0.014
6.4e-04,-0.64,0.112,0.014
6.4e-04,-0.64,0.112,0.018
6.5e-04,-0.68,0.112,0.018
6.5e-04,-0.64,0.116,0.018
6.5e-04,-0.64,0.116,0.014
6.5e-04,-0.64,0.112,0.01
6.5e-04,-0.64,0.112,0.014
6.6e-04,-0.64,0.116,0.018
6.6e-04,-0.64,0.112,0.018
6.6e-04,-0.64,0.116,0.014
6.6e-04,-0.64,0.108,0.018
6.6e-04,-0.68,0.116,0.018
6.7e-04,-0.64,0.116,0.014
6.7e-04,-0.64,0.116,0.014
6.7e-04,-0.6,0.112,0.018
6.7e-04,-0.6,0.108,0.014
6.7e-04,-0.64,0.112,0.014
6.8e-04,-0.64,0.116,0.018
6.8e-04,-0.64,0.116,0.018
6.8e-04,-0.64,0.116,0.014
6.8e-04,-0.64,0.116,0.014
6.8e-04,-0.64,0.116,0.018
6.9e-04,-0.64,0.116,0.018
6.9e-04,-0.64,0.116,0.018
6.9e-04,-0.64,0.116,0.018
6.9e-04,-0.64,0.116,0.018
6.9e-04,-0.64,0.112,0.014
7.0e-04,-0.64,0.116,0.014
7.0e-04,-0.64,0.116,0.018
7.0e-04,-0.64,0.116,0.014
7.0e-04,-0.64,0.112,0.014
7.0e-04,-0.68,0.116,0.014
7.1e-04,-0.68,0.112,0.014
7.1e-04,-0.64,0.112,0.018
7.1e-04,-0.64,0.116,0.014
7.1e-04,-0.68,0.112,0.014
7.1e-04,-0.64,0.116,0.014
7.2e-04,-0.68,0.116,0.014
7.2e-04,-0.64,0.12,0.014
7.2e-04,-0.64,0.116,0.014
7.2e-04,-0.68,0.116,0.014
7.2e-04,-0.68,0.116,0.014
7.3e-04,-0.64,0.112,0.014
7.3e-04,-0.64,0.112,0.014
7.3e-04,-0.64,0.116,0.014
7.3e-04,-0.64,0.112,0.018
7.3e-04,-0.64,0.112,0.014
7.4e-04,-0.68,0.112,0.014
7.4e-04,-0.64,0.12,0.014
7.4e-04,-0.6,0.116,0.014
7.4e-04,-0.68,0.116,0.014
7.4e-04,-0.64,0.112,0.018
7.5e-04,-0.64,0.116,0.018
7.5e-04,-0.64,0.112,0.014
7.5e-04,-0.64,0.116,0.014
7.5e-04,-0.64,0.116,0.014
7.5e-04,-0.64,0.112,0.014
7.6e-04,-0.64,0.116,0.014
7.6e-04,-0.68,0.116,0.014
7.6e-04,-0.64,0.116,0.018
7.6e-04,-0.64,0.116,0.018
7.6e-04,-0.64,0.116,0.014
7.7e-04,-0.64,0.112,0.018
7.7e-04,-0.6,0.116,0.014
7.7e-04,-0.64,0.112,0.014
7.7e-04,-0.64,0.116,0.014
7.7e-04,-0.64,0.116,0.018
7.8e-04,-0.68,0.116,0.014
7.8e-04,-0.64,0.116,0.014
7.8e-04,-0.64,0.116,0.01
7.8e-04,-0.64,0.112,0.014
7.8e-04,-0.64,0.112,0.014
7.9e-04,-0.64,0.12,0.014
7.9e-04,-0.64,0.116,0.014
7.9e-04,-0.6,0.116,0.014
7.9e-04,-0.68,0.116,0.018
7.9e-04,-0.64,0.116,0.014
8.0e-04,-0.64,0.116,0.01
8.0e-04,-0.64,0.116,0.018
8.0e-04,-0.64,0.116,0.01
8.0e-04,-0.64,0.116,0.014
8.0e-04,-0.64,0.112,0.014
8.1e-04,-0.64,0.108,0.018
8.1e-04,-0.64,0.112,0.014
8.1e-04,-0.64,0.116,0.014
8.1e-04,-0.64,0.112,0.014
8.1e-04,-0.64,0.112,0.014
8.2e-04,-0.6,0.116,0.014
8.2e-04,-0.64,0.112,0.018
8.2e-04,-0.64,0.112,0.014
8.2e-04,-0.64,0.116,0.014
8.2e-04,-0.64,0.116,0.01
8.3e-04,-0.64,0.116,0.018
8.3e-04,-0.6,0.112,0.022
8.3e-04,-0.64,0.116,0.014
8.3e-04,-0.6,0.116,0.014
8.3e-04,-0.64,0.108,0.018
8.4e-04,-0.64,0.112,0.018
8.4e-04,-0.64,0.116,0.014
8.4e-04,-0.6,0.116,0.014
8.4e-04,-0.64,0.112,0.018
8.4e-04,-0.64,0.108,0.018
8.5e-04,-0.64,0.116,0.014
8.5e-04,-0.64,0.112,0.01
8.5e-04,-0.64,0.116,0.014
8.5e-04,-0.64,0.116,0.014
8.5e-04,-0.64,0.112,0.014
8.6e-04,-0.64,0.112,0.014
8.6e-04,-0.64,0.112,0.014
8.6e-04,-0.64,0.112,0.014
8.6e-04,-0.64,0.112,0.01
8.6e-04,-0.6,0.116,0.018
8.7e-04,-0.64,0.116,0.014
8.7e-04,-0.6,0.116,0.018
8.7e-04,-0.64,0.112,0.022
8.7e-04,-0.68,0.112,0.014
8.7e-04,-0.68,0.116,0.014
8.8e-04,-0.6,0.116,0.018
8.8e-04,-0.64,0.116,0.014
8.8e-04,-0.64,0.116,0.018
8.8e-04,-0.64,0.112,0.01
8.8e-04,-0.64,0.116,0.014
8.9e-04,-0.64,0.112,0.018
8.9e-04,-0.64,0.112,0.014
8.9e-04,-0.64,0.116,0.01
8.9e-04,-0.64,0.112,0.018
8.9e-04,-0.64,0.108,0.018
9.0e-04,-0.64,0.112,0.014
9.0e-04,-0.64,0.116,0.018
9.0e-04,-0.64,0.116,0.014
9.0e-04,-0.64,0.112,0.014
9.0e-04,-0.64,0.116,0.014
9.1e-04,-0.64,0.112,0.018
9.1e-04,-0.68,0.116,0.014
9.1e-04,-0.64,0.108,0.014
9.1e-04,-0.64,0.112,0.014
9.1e-04,-0.64,0.112,0.014
9.2e-04,-0.68,0.112,0.022
9.2e-04,-0.64,0.116,0.014
9.2e-04,-0.6,0.112,0.014
9.2e-04,-0.64,0.116,0.014
9.2e-04,-0.64,0.112,0.018
9.3e-04,-0.64,0.116,0.014
9.3e-04,-0.64,0.116,0.018
9.3e-04,-0.64,0.108,0.014
9.3e-04,-0.64,0.116,0.018
9.3e-04,-0.64,0.112,0.014
9.4e-04,-0.68,0.116,0.014
9.4e-04,-0.56,0.108,0.014
9.4e-04,-0.64,0.112,0.014
9.4e-04,-0.6,0.116,0.014
9.4e-04,-0.6,0.116,0.014
9.5e-04,-0.64,0.112,0.014
9.5e-04,-0.64,0.112,0.014
9.5e-04,-0.6,0.116,0.014
9.5e-04,-0.64,0.116,0.014
9.5e-04,-0.64,0.112,0.014
9.6e-04,-0.64,0.108,0.01
9.6e-04,-0.64,0.116,0.014
9.6e-04,-0.6,0.116,0.01
9.6e-04,-0.64,0.112,0.014
9.6e-04,-0.64,0.112,0.018
9.7e-04,-0.6,0.116,0.014
9.7e-04,-0.64,0.112,0.014
9.7e-04,-0.6,0.112,0.014
9.7e-04,-0.6,0.116,0.018
9.7e-04,-0.64,0.112,0.014
9.8e-04,-0.6,0.116,0.022
9.8e-04,-0.64,0.112,0.014
9.8e-04,-0.64,0.112,0.014
9.8e-04,-0.68,0.112,0.018
9.8e-04,-0.64,0.108,0.014
9.9e-04,-0.64,0.112,0.014
9.9e-04,-0.64,0.112,0.014
9.9e-04,-0.64,0.108,0.018
9.9e-04,-0.64,0.116,0.018
9.9e-04,-0.6,0.112,0.014
1.0e-03,-0.64,0.112,0.022
1.0e-03,-0.6,0.112,0.01
1.0e-03,-0.6,0.112,0.014
1.0e-03,-0.6,0.112,0.018
1.0e-03,-0.64,0.116,0.018
1.0e-03,-0.56,0.112,0.014
1.0e-03,-0.6,0.116,0.014
1.0e-03,-0.64,0.112,0.018
1.0e-03,-0.64,0.116,0.014
1.0e-03,-0.56,0.112,0.014
1.0e-03,-0.64,0.112,0.018
1.0e-03,-0.6,0.112,0.014
1.0e-03,-0.64,0.112,0.014
1.0e-03,-0.64,0.116,0.014
1.0e-03,-0.6,0.112,0.018
1.0e-03,-0.64,0.112,0.018
1.0e-03,-0.64,0.112,0.022
1.0e-03,-0.6,0.112,0.01
1.0e-03,-0.64,0.108,0.014
1.0e-03,-0.6,0.108,0.018
1.0e-03,-0.6,0.108,0.018
1.0e-03,-0.64,0.108,0.014
1.0e-03,-0.64,0.104,0.014
1.0e-03,-0.6,0.112,0.014
1.0e-03,-0.64,0.112,0.022
1.0e-03,-0.64,0.116,0.014
1.0e-03,-0.68,0.112,0.022
1.1e-03,-0.64,0.112,0.014
1.1e-03,-0.6,0.112,0.018
1.1e-03,-0.6,0.108,0.022
1.1e-03,-0.64,0.112,0.014
1.1e-03,-0.64,0.112,0.014
1.1e-03,-0.68,0.116,0.018
1.1e-03,-0.64,0.108,0.018
1.1e-03,-0.6,0.112,0.014
1.1e-03,-0.64,0.108,0.018
1.1e-03,-0.64,0.112,0.014
1.1e-03,-0.6,0.116,0.014
1.1e-03,-0.64,0.112,0.014
1.1e-03,-0.6,0.112,0.022
1.1e-03,-0.68,0.112,0.014
1.1e-03,-0.64,0.108,0.01
1.1e-03,-0.6,0.108,0.014
1.1e-03,-0.56,0.112,0.018
1.1e-03,-0.64,0.112,0.014
1.1e-03,-0.64,0.116,0.01
1.1e-03,-0.64,0.112,0.014
1.1e-03,-0.6,0.112,0.014
1.1e-03,-0.64,0.108,0.014
1.1e-03,-0.6,0.112,0.014
1.1e-03,-0.64,0.112,0.018
1.1e-03,-0.64,0.116,0.014
1.1e-03,-0.6,0.116,0.014
1.1e-03,-0.6,0.108,0.014
1.1e-03,-0.6,0.112,0.018
1.1e-03,-0.64,0.116,0.018
1.1e-03,-0.6,0.112,0.018
1.1e-03,-0.6,0.112,0.014
1.1e-03,-0.64,0.112,0.014
1.1e-03,-0.6,0.12,0.01
1.1e-03,-0.64,0.112,0.018
1.1e-03,-0.64,0.112,0.014
1.1e-03,-0.64,0.112,0.014
1.1e-03,-0.64,0.112,0.014
1.1e-03,-0.64,0.112,0.018
1.1e-03,-0.6,0.112,0.014
1.1e-03,-0.64,0.112,0.018
1.1e-03,-0.64,0.112,0.014
1.1e-03,-0.6,0.112,0.018
1.1e-03,-0.6,0.112,0.01
1.1e-03,-0.64,0.108,0.014
1.1e-03,-0.6,0.116,0.014
1.1e-03,-0.68,0.112,0.018
1.1e-03,-0.64,0.108,0.018
1.1e-03,-0.64,0.112,0.014
1.1e-03,-0.56,0.108,0.022
1.1e-03,-0.6,0.116,0.014
1.2e-03,-0.6,0.116,0.014
1.2e-03,-0.6,0.116,0.018
1.2e-03,-0.64,0.112,0.01
1.2e-03,-0.6,0.112,0.018
1.2e-03,-0.56,0.116,0.018
1.2e-03,-0.6,0.112,0.014
1.2e-03,-0.56,0.112,0.014
1.2e-03,-0.64,0.112,0.014
1.2e-03,-0.6,0.116,0.018
1.2e-03,-0.6,0.116,0.014
1.2e-03,-0.6,0.112,0.014
1.2e-03,-0.6,0.112,0.018
1.2e-03,-0.64,0.112,0.018
1.2e-03,-0.6,0.112,0.018
1.2e-03,-0.64,0.116,0.014
1.2e-03,-0.64,0.116,0.014
1.2e-03,-0.6,0.116,0.014
1.2e-03,-0.64,0.116,0.018
1.2e-03,-0.64,0.116,0.018
1.2e-03,-0.56,0.116,0.014
1.2e-03,-0.6,0.116,0.014
1.2e-03,-0.6,0.112,0.018
1.2e-03,-0.64,0.116,0.014
1.2e-03,-0.64,0.112,0.018
1.2e-03,-0.64,0.112,0.01
1.2e-03,-0.64,0.116,0.018
1.2e-03,-0.6,0.112,0.018
1.2e-03,-0.6,0.116,0.014
1.2e-03,-0.64,0.116,0.014
1.2e-03,-0.64,0.116,0.018
1.2e-03,-0.56,0.116,0.014
1.2e-03,-0.64,0.112,0.018
1.2e-03,-0.64,0.116,0.018
1.2e-03,-0.56,0.116,0.014
1.2e-03,-0.6,0.12,0.018
1.2e-03,-0.56,0.116,0.014
1.2e-03,-0.6,0.116,0.014
1.2e-03,-0.6,0.12,0.01
1.2e-03,-0.6,0.116,0.014
1.2e-03,-0.64,0.112,0.014
1.2e-03,-0.64,0.116,0.014
1.2e-03,-0.6,0.116,0.014
1.2e-03,-0.6,0.116,0.014
1.2e-03,-0.64,0.116,0.01
1.2e-03,-0.6,0.112,0.014
1.2e-03,-0.6,0.116,0.018
1.2e-03,-0.64,0.112,0.018
1.2e-03,-0.6,0.116,0.014
1.2e-03,-0.64,0.116,0.014
1.2e-03,-0.6,0.116,0.014
1.3e-03,-0.64,0.116,0.014
1.3e-03,-0.6,0.116,0.014
1.3e-03,-0.6,0.116,0.014
1.3e-03,-0.64,0.112,0.018
1.3e-03,-0.64,0.116,0.018
1.3e-03,-0.6,0.116,0.014
1.3e-03,-0.6,0.116,0.014
1.3e-03,-0.64,0.12,0.018
1.3e-03,-0.56,0.116,0.014
1.3e-03,-0.64,0.116,0.014
1.3e-03,-0.64,0.112,0.014
1.3e-03,-0.64,0.112,0.014
1.3e-03,-0.6,0.116,0.018
1.3e-03,-0.64,0.116,0.014
1.3e-03,-0.68,0.12,0.01
1.3e-03,-0.6,0.116,0.014
1.3e-03,-0.6,0.116,0.018
1.3e-03,-0.64,0.12,0.014
1.3e-03,-0.6,0.116,0.018
1.3e-03,-0.64,0.112,0.014
1.3e-03,-0.64,0.116,0.014
1.3e-03,-0.56,0.12,0.018
1.3e-03,-0.64,0.116,0.014
1.3e-03,-0.64,0.116,0.018
1.3e-03,-0.56,0.116,0.014
1.3e-03,-0.6,0.12,0.014
1.3e-03,-0.64,0.116,0.014
1.3e-03,-0.64,0.116,0.014
1.3e-03,-0.64,0.116,0.022
1.3e-03,-0.6,0.112,0.014
1.3e-03,-0.64,0.116,0.014
1.3e-03,-0.6,0.116,0.018
1.3e-03,-0.6,0.116,0.014
1.3e-03,-0.6,0.116,0.014
1.3e-03,-0.6,0.116,0.014
1.3e-03,-0.6,0.12,0.018
1.3e-03,-0.64,0.116,0.014
1.3e-03,-0.56,0.12,0.018
1.3e-03,-0.6,0.116,0.018
1.3e-03,-0.6,0.116,0.014
1.3e-03,-0.64,0.116,0.014
1.3e-03,-0.6,0.116,0.018
1.3e-03,-0.6,0.116,0.01
1.3e-03,-0.6,0.112,0.014
1.3e-03,-0.6,0.116,0.014
1.3e-03,-0.64,0.116,0.014
1.3e-03,-0.6,0.116,0.018
1.3e-03,-0.6,0.116,0.018
1.3e-03,-0.64,0.112,0.014
1.3e-03,-0.6,0.116,0.014
1.4e-03,-0.56,0.116,0.014
1.4e-03,-0.56,0.112,0.014
1.4e-03,-0.64,0.116,0.014
1.4e-03,-0.6,0.116,0.014
1.4e-03,-0.64,0.116,0.014
1.4e-03,-0.6,0.112,0.014
1.4e-03,-0.64,0.116,0.014
1.4e-03,-0.6,0.112,0.014
1.4e-03,-0.6,0.116,0.014
1.4e-03,-0.64,0.116,0.018
1.4e-03,-0.56,0.116,0.014
