Model,MDO3014
Firmware Version,1.20

Waveform Type,ANALOG,,
6.8e-05,-2.24,0.144,0.53
6.9e-05,-2.2,0.144,0.53
7.0e-05,-2.2,0.144,0.53
7.1e-05,-2.2,0.144,0.51
7.2e-05,-2.24,0.136,0.53
7.3e-05,-2.2,0.144,0.51
7.4e-05,-2.2,0.136,0.51
7.5e-05,-2.2,0.152,0.49
7.6e-05,-2.16,0.144,0.53
7.7e-05,-2.24,0.144,0.51
7.8e-05,-2.24,0.136,0.51
7.9e-05,-2.2,0.144,0.51
8.0e-05,-2.24,0.144,0.51
8.1e-05,-2.24,0.136,0.51
8.2e-05,-2.24,0.136,0.51
8.3e-05,-2.16,0.144,0.53
8.4e-05,-2.2,0.136,0.51
8.5e-05,-2.16,0.152,0.49
8.6e-05,-2.16,0.136,0.51
8.7e-05,-2.2,0.136,0.53
8.8e-05,-2.24,0.136,0.53
8.9e-05,-2.2,0.136,0.51
9.0e-05,-2.24,0.144,0.51
9.1e-05,-2.2,0.144,0.51
9.2e-05,-2.24,0.136,0.53
9.3e-05,-2.16,0.152,0.51
9.4e-05,-2.2,0.136,0.53
9.5e-05,-2.2,0.144,0.53
9.6e-05,-2.2,0.144,0.51
9.7e-05,-2.16,0.144,0.51
9.8e-05,-2.2,0.144,0.53
9.9e-05,-2.2,0.136,0.51
1.0e-04,-2.2,0.144,0.53
1.0e-04,-2.2,0.144,0.49
1.0e-04,-2.2,0.144,0.53
1.0e-04,-2.16,0.136,0.53
1.0e-04,-2.2,0.136,0.53
1.1e-04,-2.2,0.144,0.53
1.1e-04,-2.2,0.136,0.49
1.1e-04,-2.2,0.152,0.51
1.1e-04,-2.2,0.136,0.51
1.1e-04,-2.2,0.136,0.51
1.1e-04,-2.24,0.144,0.51
1.1e-04,-2.2,0.136,0.51
1.1e-04,-2.2,0.152,0.51
1.1e-04,-2.2,0.152,0.53
1.1e-04,-2.16,0.136,0.51
1.2e-04,-2.2,0.152,0.51
1.2e-04,-2.2,0.152,0.51
1.2e-04,-2.2,0.144,0.51
1.2e-04,-2.16,0.136,0.51
1.2e-04,-2.2,0.144,0.53
1.2e-04,-2.2,0.136,0.53
1.2e-04,-2.2,0.144,0.51
1.2e-04,-2.2,0.144,0.49
1.2e-04,-2.2,0.152,0.51
1.2e-04,-2.2,0.136,0.51
1.3e-04,-2.2,0.144,0.51
1.3e-04,-2.2,0.144,0.53
1.3e-04,-2.2,0.144,0.51
1.3e-04,-2.24,0.152,0.49
1.3e-04,-2.2,0.144,0.53
1.3e-04,-2.2,0.144,0.51
1.3e-04,-2.16,0.144,0.53
1.3e-04,-2.2,0.144,0.51
1.3e-04,-2.2,0.144,0.51
1.3e-04,-2.2,0.152,0.51
1.4e-04,-2.24,0.136,0.51
1.4e-04,-2.2,0.144,0.53
1.4e-04,-2.24,0.136,0.51
1.4e-04,-2.16,0.144,0.53
1.4e-04,-2.2,0.144,0.51
1.4e-04,-2.2,0.144,0.51
1.4e-04,-2.2,0.136,0.53
1.4e-04,-2.2,0.136,0.51
1.4e-04,-2.2,0.136,0.51
1.4e-04,-2.2,0.144,0.49
1.5e-04,-2.2,0.128,0.51
1.5e-04,-2.16,0.144,0.51
1.5e-04,-2.2,0.136,0.51
1.5e-04,-2.12,0.144,0.51
1.5e-04,-2.2,0.144,0.49
1.5e-04,-2.2,0.152,0.53
1.5e-04,-2.2,0.144,0.51
1.5e-04,-2.2,0.136,0.49
1.5e-04,-2.2,0.144,0.51
1.5e-04,-2.2,0.136,0.55
1.5e-04,-2.24,0.144,0.51
1.6e-04,-2.2,0.144,0.53
1.6e-04,-2.16,0.152,0.51
1.6e-04,-2.16,0.136,0.53
1.6e-04,-2.2,0.152,0.53
1.6e-04,-2.2,0.144,0.51
1.6e-04,-2.16,0.136,0.51
1.6e-04,-2.2,0.144,0.51
1.6e-04,-2.2,0.144,0.53
1.6e-04,-2.2,0.136,0.53
1.7e-04,-2.16,0.136,0.51
1.7e-04,-2.2,0.144,0.51
1.7e-04,-2.2,0.144,0.51
1.7e-04,-2.16,0.144,0.51
1.7e-04,-2.2,0.136,0.51
1.7e-04,-2.2,0.136,0.49
1.7e-04,-2.2,0.136,0.51
1.7e-04,-2.16,0.144,0.51
1.7e-04,-2.16,0.144,0.49
1.7e-04,-2.16,0.144,0.53
1.8e-04,-2.12,0.144,0.51
1.8e-04,-2.16,0.144,0.51
1.8e-04,-2.2,0.144,0.53
1.8e-04,-2.16,0.136,0.49
1.8e-04,-2.16,0.144,0.51
1.8e-04,-2.16,0.144,0.51
1.8e-04,-2.2,0.136,0.51
1.8e-04,-2.16,0.144,0.51
1.8e-04,-2.2,0.144,0.51
1.8e-04,-2.16,0.152,0.53
1.9e-04,-2.2,0.144,0.53
1.9e-04,-2.2,0.136,0.51
1.9e-04,-2.16,0.144,0.53
1.9e-04,-2.16,0.136,0.51
1.9e-04,-2.16,0.144,0.53
1.9e-04,-2.2,0.144,0.51
1.9e-04,-2.16,0.136,0.51
1.9e-04,-2.16,0.144,0.49
1.9e-04,-2.16,0.136,0.51
1.9e-04,-2.12,0.144,0.51
2.0e-04,-2.16,0.144,0.51
2.0e-04,-2.12,0.128,0.49
2.0e-04,-2.16,0.152,0.51
2.0e-04,-2.16,0.136,0.53
2.0e-04,-2.2,0.136,0.49
2.0e-04,-2.2,0.144,0.49
2.0e-04,-2.16,0.152,0.53
2.0e-04,-2.12,0.144,0.53
2.0e-04,-2.2,0.144,0.49
2.0e-04,-2.2,0.136,0.51
2.1e-04,-2.16,0.144,0.53
2.1e-04,-2.16,0.144,0.53
2.1e-04,-2.2,0.144,0.49
2.1e-04,-2.16,0.152,0.51
2.1e-04,-2.16,0.144,0.51
2.1e-04,-2.16,0.144,0.51
2.1e-04,-2.2,0.144,0.51
2.1e-04,-2.16,0.136,0.53
2.1e-04,-2.16,0.136,0.53
2.1e-04,-2.2,0.144,0.49
2.2e-04,-2.2,0.136,0.51
2.2e-04,-2.16,0.136,0.51
2.2e-04,-2.2,0.136,0.53
2.2e-04,-2.16,0.144,0.53
2.2e-04,-2.2,0.144,0.51
2.2e-04,-2.16,0.136,0.49
2.2e-04,-2.2,0.144,0.51
2.2e-04,-2.2,0.136,0.53
2.2e-04,-2.16,0.144,0.51
2.2e-04,-2.16,0.136,0.53
2.3e-04,-2.16,0.136,0.51
2.3e-04,-2.16,0.144,0.53
2.3e-04,-2.12,0.144,0.51
2.3e-04,-2.16,0.144,0.53
2.3e-04,-2.12,0.144,0.51
2.3e-04,-2.16,0.144,0.51
2.3e-04,-2.2,0.144,0.53
2.3e-04,-2.16,0.136,0.51
2.3e-04,-2.16,0.144,0.49
2.3e-04,-2.16,0.144,0.51
2.4e-04,-2.16,0.144,0.51
2.4e-04,-2.16,0.144,0.49
2.4e-04,-2.16,0.144,0.51
2.4e-04,-2.16,0.136,0.51
2.4e-04,-2.16,0.144,0.51
2.4e-04,-2.16,0.136,0.51
2.4e-04,-2.12,0.136,0.51
2.4e-04,-2.2,0.144,0.53
2.4e-04,-2.12,0.136,0.53
2.4e-04,-2.2,0.144,0.51
2.4e-04,-2.2,0.136,0.53
2.5e-04,-2.16,0.144,0.49
2.5e-04,-2.16,0.136,0.51
2.5e-04,-2.16,0.144,0.53
2.5e-04,-2.2,0.144,0.49
2.5e-04,-2.16,0.136,0.53
2.5e-04,-2.2,0.144,0.49
2.5e-04,-2.16,0.152,0.51
2.5e-04,-2.12,0.144,0.53
2.5e-04,-2.12,0.144,0.51
2.6e-04,-2.16,0.144,0.53
2.6e-04,-2.2,0.144,0.51
2.6e-04,-2.16,0.144,0.51
2.6e-04,-2.2,0.136,0.51
2.6e-04,-2.16,0.136,0.51
2.6e-04,-2.16,0.152,0.51
2.6e-04,-2.16,0.136,0.51
2.6e-04,-2.12,0.136,0.51
2.6e-04,-2.12,0.144,0.51
2.6e-04,-2.2,0.136,0.51
2.7e-04,-2.16,0.144,0.49
2.7e-04,-2.16,0.144,0.53
2.7e-04,-2.12,0.136,0.51
2.7e-04,-2.16,0.144,0.51
2.7e-04,-2.12,0.144,0.51
2.7e-04,-2.2,0.144,0.51
2.7e-04,-2.16,0.144,0.51
2.7e-04,-2.16,0.136,0.51
2.7e-04,-2.12,0.144,0.53
2.7e-04,-2.16,0.144,0.53
2.8e-04,-2.2,0.144,0.49
2.8e-04,-2.16,0.136,0.51
2.8e-04,-2.2,0.136,0.51
2.8e-04,-2.16,0.144,0.49
2.8e-04,-2.12,0.144,0.51
2.8e-04,-2.16,0.144,0.51
2.8e-04,-2.16,0.144,0.51
2.8e-04,-2.16,0.136,0.51
2.8e-04,-2.16,0.136,0.51
2.8e-04,-2.16,0.136,0.53
2.9e-04,-2.12,0.144,0.53
2.9e-04,-2.16,0.144,0.51
2.9e-04,-2.16,0.152,0.53
2.9e-04,-2.16,0.144,0.53
2.9e-04,-2.12,0.136,0.53
2.9e-04,-2.12,0.152,0.51
2.9e-04,-2.16,0.136,0.51
2.9e-04,-2.16,0.144,0.49
2.9e-04,-2.16,0.136,0.53
2.9e-04,-2.16,0.144,0.51
3.0e-04,-2.2,0.136,0.51
3.0e-04,-2.16,0.136,0.51
3.0e-04,-2.12,0.144,0.51
3.0e-04,-2.16,0.144,0.51
3.0e-04,-2.2,0.144,0.51
3.0e-04,-2.16,0.144,0.51
3.0e-04,-2.16,0.136,0.49
3.0e-04,-2.16,0.144,0.51
3.0e-04,-2.2,0.144,0.51
3.0e-04,-2.12,0.144,0.53
3.1e-04,-2.16,0.152,0.53
3.1e-04,-2.16,0.144,0.53
3.1e-04,-2.12,0.144,0.51
3.1e-04,-2.16,0.144,0.51
3.1e-04,-2.12,0.136,0.53
3.1e-04,-2.16,0.144,0.51
3.1e-04,-2.16,0.144,0.53
3.1e-04,-2.16,0.144,0.51
3.1e-04,-2.12,0.144,0.53
3.1e-04,-2.12,0.144,0.51
3.2e-04,-2.16,0.152,0.51
3.2e-04,-2.12,0.144,0.51
3.2e-04,-2.12,0.144,0.53
3.2e-04,-2.2,0.144,0.51
3.2e-04,-2.16,0.152,0.55
3.2e-04,-2.2,0.144,0.53
3.2e-04,-2.12,0.136,0.53
3.2e-04,-2.12,0.136,0.49
3.2e-04,-2.16,0.136,0.51
3.2e-04,-2.12,0.136,0.49
3.3e-04,-2.16,0.144,0.51
3.3e-04,-2.2,0.144,0.51
3.3e-04,-2.16,0.136,0.53
3.3e-04,-2.16,0.136,0.51
3.3e-04,-2.08,0.144,0.51
3.3e-04,-2.16,0.144,0.53
3.3e-04,-2.12,0.144,0.53
3.3e-04,-2.2,0.152,0.51
3.3e-04,-2.08,0.136,0.53
3.3e-04,-2.16,0.144,0.51
3.4e-04,-2.16,0.136,0.53
3.4e-04,-2.16,0.144,0.51
3.4e-04,-2.12,0.144,0.49
3.4e-04,-2.12,0.144,0.53
3.4e-04,-2.16,0.144,0.51
3.4e-04,-2.12,0.144,0.51
3.4e-04,-2.16,0.144,0.51
3.4e-04,-2.12,0.136,0.51
3.4e-04,-2.12,0.136,0.53
3.4e-04,-2.12,0.144,0.53
3.5e-04,-2.12,0.136,0.49
3.5e-04,-2.16,0.136,0.53
3.5e-04,-2.16,0.136,0.51
3.5e-04,-2.12,0.144,0.51
3.5e-04,-2.12,0.144,0.53
3.5e-04,-2.12,0.144,0.51
3.5e-04,-2.08,0.128,0.51
3.5e-04,-2.12,0.144,0.53
3.5e-04,-2.12,0.152,0.53
3.5e-04,-2.12,0.136,0.51
3.6e-04,-2.16,0.144,0.51
3.6e-04,-2.12,0.136,0.51
3.6e-04,-2.16,0.144,0.51
3.6e-04,-2.12,0.144,0.53
3.6e-04,-2.08,0.136,0.51
3.6e-04,-2.16,0.144,0.53
3.6e-04,-2.08,0.152,0.51
3.6e-04,-2.16,0.136,0.53
3.6e-04,-2.12,0.144,0.53
3.6e-04,-2.16,0.144,0.49
3.7e-04,-2.12,0.136,0.51
3.7e-04,-2.12,0.144,0.51
3.7e-04,-2.16,0.144,0.53
3.7e-04,-2.12,0.136,0.51
3.7e-04,-2.12,0.144,0.51
3.7e-04,-2.12,0.144,0.49
3.7e-04,-2.12,0.144,0.51
3.7e-04,-2.12,0.144,0.53
3.7e-04,-2.12,0.144,0.53
3.7e-04,-2.16,0.144,0.51
3.8e-04,-2.16,0.144,0.51
3.8e-04,-2.08,0.144,0.53
3.8e-04,-2.12,0.144,0.51
3.8e-04,-2.12,0.144,0.49
3.8e-04,-2.16,0.144,0.49
3.8e-04,-2.12,0.136,0.51
3.8e-04,-2.12,0.136,0.51
3.8e-04,-2.12,0.136,0.49
3.8e-04,-2.12,0.136,0.53
3.8e-04,-2.12,0.136,0.51
3.9e-04,-2.08,0.136,0.51
3.9e-04,-2.12,0.144,0.53
3.9e-04,-2.12,0.144,0.49
3.9e-04,-2.08,0.152,0.51
3.9e-04,-2.12,0.144,0.49
3.9e-04,-2.16,0.136,0.49
3.9e-04,-2.12,0.136,0.51
3.9e-04,-2.12,0.144,0.51
3.9e-04,-2.16,0.136,0.51
3.9e-04,-2.12,0.144,0.51
4.0e-04,-2.16,0.136,0.51
4.0e-04,-2.16,0.144,0.51
4.0e-04,-2.12,0.152,0.51
4.0e-04,-2.12,0.136,0.49
4.0e-04,-2.08,0.144,0.51
4.0e-04,-2.12,0.152,0.51
4.0e-04,-2.16,0.144,0.51
4.0e-04,-2.08,0.136,0.53
4.0e-04,-2.08,0.136,0.51
4.0e-04,-2.12,0.136,0.49
4.1e-04,-2.12,0.136,0.51
4.1e-04,-2.12,0.144,0.51
4.1e-04,-2.12,0.144,0.51
4.1e-04,-2.12,0.152,0.51
4.1e-04,-2.12,0.136,0.51
4.1e-04,-2.08,0.144,0.51
4.1e-04,-2.16,0.136,0.53
4.1e-04,-2.08,0.144,0.51
4.1e-04,-2.08,0.136,0.51
4.1e-04,-2.2,0.136,0.51
4.2e-04,-2.12,0.144,0.51
4.2e-04,-2.16,0.144,0.51
4.2e-04,-2.08,0.144,0.53
4.2e-04,-2.12,0.144,0.51
4.2e-04,-2.16,0.144,0.49
4.2e-04,-2.12,0.136,0.51
4.2e-04,-2.12,0.144,0.51
4.2e-04,-2.12,0.144,0.51
4.2e-04,-2.08,0.128,0.51
4.2e-04,-2.12,0.136,0.53
4.3e-04,-2.12,0.136,0.51
4.3e-04,-2.12,0.144,0.49
4.3e-04,-2.08,0.136,0.51
4.3e-04,-2.12,0.144,0.53
4.3e-04,-2.08,0.144,0.51
4.3e-04,-2.08,0.144,0.51
4.3e-04,-2.16,0.144,0.51
4.3e-04,-2.12,0.144,0.51
4.3e-04,-2.12,0.144,0.53
4.3e-04,-2.12,0.136,0.51
4.4e-04,-2.08,0.152,0.49
4.4e-04,-2.08,0.152,0.53
4.4e-04,-2.12,0.144,0.51
4.4e-04,-2.12,0.144,0.51
4.4e-04,-2.08,0.144,0.51
4.4e-04,-2.12,0.136,0.53
4.4e-04,-2.12,0.144,0.53
4.4e-04,-2.12,0.144,0.53
4.4e-04,-2.12,0.136,0.51
4.4e-04,-2.12,0.144,0.51
4.5e-04,-2.12,0.144,0.53
4.5e-04,-2.12,0.136,0.51
4.5e-04,-2.12,0.144,0.51
4.5e-04,-2.08,0.136,0.55
4.5e-04,-2.08,0.136,0.51
4.5e-04,-2.08,0.136,0.53
4.5e-04,-2.12,0.144,0.49
4.5e-04,-2.12,0.144,0.51
4.5e-04,-2.08,0.144,0.49
4.5e-04,-2.12,0.136,0.51
4.6e-04,-2.12,0.136,0.51
4.6e-04,-2.12,0.144,0.51
4.6e-04,-2.12,0.128,0.53
4.6e-04,-2.08,0.136,0.51
4.6e-04,-2.12,0.144,0.53
4.6e-04,-2.12,0.144,0.51
4.6e-04,-2.16,0.144,0.53
4.6e-04,-2.08,0.144,0.51
4.6e-04,-2.16,0.152,0.53
4.6e-04,-2.12,0.136,0.51
4.7e-04,-2.12,0.136,0.51
4.7e-04,-2.08,0.144,0.51
4.7e-04,-2.16,0.136,0.51
4.7e-04,-2.12,0.144,0.51
4.7e-04,-2.12,0.136,0.53
4.7e-04,-2.08,0.136,0.51
4.7e-04,-2.08,0.144,0.51
4.7e-04,-2.08,0.136,0.51
4.7e-04,-2.12,0.136,0.51
4.7e-04,-2.12,0.136,0.49
4.8e-04,-2.08,0.144,0.51
4.8e-04,-2.08,0.136,0.51
4.8e-04,-2.12,0.152,0.53
4.8e-04,-2.12,0.136,0.49
4.8e-04,-2.08,0.144,0.51
4.8e-04,-2.12,0.144,0.51
4.8e-04,-2.08,0.144,0.51
4.8e-04,-2.08,0.136,0.51
4.8e-04,-2.08,0.144,0.51
4.8e-04,-2.08,0.144,0.51
4.9e-04,-2.12,0.152,0.51
4.9e-04,-2.08,0.152,0.51
4.9e-04,-2.12,0.152,0.55
4.9e-04,-2.08,0.136,0.51
4.9e-04,-2.12,0.136,0.53
4.9e-04,-2.08,0.144,0.49
4.9e-04,-2.12,0.144,0.53
4.9e-04,-2.08,0.144,0.53
4.9e-04,-2.08,0.144,0.51
4.9e-04,-2.08,0.144,0.53
4.9e-04,-2.08,0.144,0.51
5.0e-04,-2.12,0.144,0.51
5.0e-04,-2.08,0.144,0.53
5.0e-04,-2.12,0.136,0.53
5.0e-04,-2.12,0.144,0.53
5.0e-04,-2.12,0.144,0.53
5.0e-04,-2.12,0.144,0.55
5.0e-04,-2.12,0.144,0.51
5.0e-04,-2.12,0.144,0.53
5.0e-04,-2.12,0.152,0.55
5.1e-04,-2.08,0.144,0.51
5.1e-04,-2.12,0.144,0.49
5.1e-04,-2.08,0.144,0.51
5.1e-04,-2.08,0.144,0.49
5.1e-04,-2.12,0.144,0.51
5.1e-04,-2.12,0.136,0.51
5.1e-04,-2.04,0.144,0.53
5.1e-04,-2.12,0.144,0.53
5.1e-04,-2.12,0.144,0.49
5.1e-04,-2.08,0.136,0.53
5.2e-04,-2.08,0.144,0.51
5.2e-04,-2.12,0.144,0.51
5.2e-04,-2.16,0.144,0.51
5.2e-04,-2.12,0.144,0.51
5.2e-04,-2.08,0.144,0.51
5.2e-04,-2.12,0.136,0.53
5.2e-04,-2.04,0.144,0.49
5.2e-04,-2.08,0.152,0.51
5.2e-04,-2.12,0.136,0.51
5.2e-04,-2.12,0.144,0.53
5.3e-04,-2.04,0.144,0.51
5.3e-04,-2.12,0.136,0.51
5.3e-04,-2.08,0.136,0.49
5.3e-04,-2.08,0.144,0.53
5.3e-04,-2.08,0.136,0.51
5.3e-04,-2.08,0.144,0.53
5.3e-04,-2.08,0.136,0.49
5.3e-04,-2.08,0.136,0.49
5.3e-04,-2.08,0.152,0.51
5.3e-04,-2.08,0.144,0.51
5.3e-04,-2.08,0.136,0.53
5.4e-04,-2.08,0.144,0.51
5.4e-04,-2.08,0.144,0.49
5.4e-04,-2.08,0.144,0.49
5.4e-04,-2.12,0.144,0.53
5.4e-04,-2.08,0.144,0.51
5.4e-04,-2.08,0.144,0.51
5.4e-04,-2.12,0.144,0.49
5.4e-04,-2.08,0.144,0.53
5.4e-04,-2.08,0.136,0.53
5.5e-04,-2.12,0.144,0.51
5.5e-04,-2.08,0.144,0.51
5.5e-04,-2.08,0.136,0.53
5.5e-04,-2.08,0.152,0.53
5.5e-04,-2.08,0.144,0.51
5.5e-04,-2.12,0.144,0.51
5.5e-04,-2.08,0.144,0.51
5.5e-04,-2.08,0.144,0.49
5.5e-04,-2.08,0.136,0.53
5.5e-04,-2.08,0.152,0.51
5.6e-04,-2.08,0.144,0.51
5.6e-04,-2.12,0.136,0.51
5.6e-04,-2.08,0.144,0.51
5.6e-04,-2.08,0.144,0.51
5.6e-04,-2.08,0.144,0.55
5.6e-04,-2.08,0.144,0.51
5.6e-04,-2.12,0.144,0.51
5.6e-04,-2.08,0.136,0.51
5.6e-04,-2.08,0.136,0.51
5.6e-04,-2.08,0.136,0.51
5.7e-04,-2.08,0.152,0.51
5.7e-04,-2.08,0.136,0.51
5.7e-04,-2.04,0.144,0.53
5.7e-04,-2.08,0.152,0.53
5.7e-04,-2.08,0.144,0.53
5.7e-04,-2.08,0.144,0.51
5.7e-04,-2.12,0.144,0.53
5.7e-04,-2.08,0.136,0.51
5.7e-04,-2.08,0.136,0.51
5.7e-04,-2.08,0.152,0.51
5.8e-04,-2.12,0.152,0.49
5.8e-04,-2.08,0.136,0.51
5.8e-04,-2.08,0.136,0.53
5.8e-04,-2.08,0.136,0.51
5.8e-04,-2.08,0.144,0.51
5.8e-04,-2.08,0.144,0.53
5.8e-04,-2.08,0.144,0.51
5.8e-04,-2.12,0.136,0.51
5.8e-04,-2.04,0.144,0.53
5.8e-04,-2.08,0.136,0.51
5.9e-04,-2.12,0.144,0.51
5.9e-04,-2.08,0.144,0.51
5.9e-04,-2.08,0.152,0.51
5.9e-04,-2.12,0.144,0.51
5.9e-04,-2.08,0.136,0.51
5.9e-04,-2.04,0.152,0.53
5.9e-04,-2.12,0.144,0.51
5.9e-04,-2.08,0.136,0.51
5.9e-04,-2.08,0.144,0.51
5.9e-04,-2.04,0.144,0.53
6.0e-04,-2.08,0.144,0.51
6.0e-04,-2.04,0.144,0.53
6.0e-04,-2.08,0.144,0.49
6.0e-04,-2.04,0.144,0.51
6.0e-04,-2.08,0.144,0.51
6.0e-04,-2.08,0.144,0.49
6.0e-04,-2.08,0.136,0.53
6.0e-04,-2.08,0.144,0.53
6.0e-04,-2.12,0.136,0.53
6.0e-04,-2.08,0.144,0.49
6.1e-04,-2.08,0.136,0.53
6.1e-04,-2.12,0.144,0.51
6.1e-04,-2.08,0.144,0.49
6.1e-04,-2.12,0.144,0.51
6.1e-04,-2.04,0.144,0.51
6.1e-04,-2.08,0.144,0.51
6.1e-04,-2.08,0.136,0.53
6.1e-04,-2.04,0.136,0.51
6.1e-04,-2.08,0.136,0.51
6.1e-04,-2.04,0.136,0.51
6.2e-04,-2.08,0.136,0.49
6.2e-04,-2.08,0.144,0.51
6.2e-04,-2.08,0.144,0.51
6.2e-04,-2.04,0.136,0.51
6.2e-04,-2.08,0.144,0.51
6.2e-04,-2.08,0.144,0.53
6.2e-04,-2.08,0.136,0.49
6.2e-04,-2.08,0.144,0.51
6.2e-04,-2.08,0.144,0.51
6.2e-04,-2.12,0.136,0.53
6.3e-04,-2.08,0.136,0.51
6.3e-04,-2.12,0.144,0.49
6.3e-04,-2.08,0.136,0.53
6.3e-04,-2.08,0.144,0.51
6.3e-04,-2.08,0.136,0.51
6.3e-04,-2.08,0.144,0.53
6.3e-04,-2.08,0.144,0.53
6.3e-04,-2.08,0.152,0.53
6.3e-04,-2.08,0.144,0.51
6.3e-04,-2.08,0.144,0.51
6.4e-04,-2.08,0.144,0.49
6.4e-04,-2.08,0.136,0.51
6.4e-04,-2.08,0.144,0.51
6.4e-04,-2.08,0.144,0.49
6.4e-04,-2.08,0.144,0.53
6.4e-04,-2.08,0.136,0.49
6.4e-04,-2.12,0.136,0.53
6.4e-04,-2.08,0.136,0.49
6.4e-04,-2.04,0.144,0.51
6.4e-04,-2.08,0.144,0.55
6.5e-04,-2.04,0.136,0.53
6.5e-04,-2.08,0.136,0.49
6.5e-04,-2.08,0.144,0.49
6.5e-04,-2.08,0.144,0.51
6.5e-04,-2.08,0.136,0.53
6.5e-04,-2.08,0.152,0.49
6.5e-04,-2.12,0.136,0.49
6.5e-04,-2.04,0.144,0.53
6.5e-04,-2.08,0.144,0.55
6.5e-04,-2.04,0.144,0.53
6.6e-04,-2.08,0.136,0.51
6.6e-04,-2.08,0.152,0.51
6.6e-04,-2.08,0.144,0.51
6.6e-04,-2.08,0.144,0.53
6.6e-04,-2.04,0.144,0.53
6.6e-04,-2.04,0.144,0.49
6.6e-04,-2.08,0.136,0.51
6.6e-04,-2.04,0.136,0.51
6.6e-04,-2.04,0.144,0.51
6.6e-04,-2.12,0.144,0.53
6.7e-04,-2.08,0.144,0.53
6.7e-04,-2.04,0.136,0.49
6.7e-04,-2.04,0.128,0.53
6.7e-04,-2.08,0.152,0.53
6.7e-04,-2.08,0.136,0.53
6.7e-04,-2.04,0.144,0.49
6.7e-04,-2.08,0.136,0.51
6.7e-04,-2.08,0.136,0.51
6.7e-04,-2.08,0.136,0.53
6.7e-04,-2.12,0.144,0.51
6.8e-04,-2.04,0.136,0.51
6.8e-04,-2.08,0.144,0.51
6.8e-04,-2.04,0.144,0.51
6.8e-04,-2.04,0.136,0.53
6.8e-04,-2.04,0.144,0.51
6.8e-04,-2.08,0.136,0.51
6.8e-04,-2.08,0.144,0.51
6.8e-04,-2.08,0.136,0.51
6.8e-04,-2.08,0.144,0.51
6.8e-04,-2.04,0.136,0.49
6.9e-04,-2.12,0.136,0.49
