Model,MDO3014
Firmware Version,1.20

Waveform Type,ANALOG,,
6.8e-05,-2.24,0.248,1.45
6.9e-05,-2.2,0.256,1.45
7.0e-05,-2.2,0.256,1.45
7.1e-05,-2.2,0.264,1.43
7.2e-05,-2.2,0.256,1.47
7.3e-05,-2.24,0.256,1.45
7.4e-05,-2.2,0.248,1.45
7.5e-05,-2.24,0.264,1.43
7.6e-05,-2.2,0.264,1.45
7.7e-05,-2.24,0.256,1.43
7.8e-05,-2.16,0.256,1.45
7.9e-05,-2.2,0.256,1.43
8.0e-05,-2.2,0.248,1.45
8.1e-05,-2.2,0.264,1.45
8.2e-05,-2.2,0.248,1.45
8.3e-05,-2.24,0.264,1.45
8.4e-05,-2.2,0.248,1.45
8.5e-05,-2.2,0.256,1.45
8.6e-05,-2.2,0.256,1.45
8.7e-05,-2.24,0.256,1.43
8.8e-05,-2.2,0.256,1.45
8.9e-05,-2.24,0.248,1.45
9.0e-05,-2.2,0.256,1.43
9.1e-05,-2.28,0.248,1.47
9.2e-05,-2.2,0.256,1.45
9.3e-05,-2.24,0.264,1.47
9.4e-05,-2.2,0.256,1.45
9.5e-05,-2.24,0.264,1.45
9.6e-05,-2.2,0.256,1.45
9.7e-05,-2.24,0.248,1.45
9.8e-05,-2.24,0.256,1.45
9.9e-05,-2.2,0.248,1.45
1.0e-04,-2.2,0.264,1.45
1.0e-04,-2.24,0.248,1.45
1.0e-04,-2.2,0.256,1.45
1.0e-04,-2.2,0.264,1.45
1.0e-04,-2.24,0.248,1.45
1.1e-04,-2.24,0.256,1.43
1.1e-04,-2.2,0.264,1.43
1.1e-04,-2.24,0.256,1.45
1.1e-04,-2.24,0.256,1.47
1.1e-04,-2.2,0.256,1.45
1.1e-04,-2.2,0.256,1.43
1.1e-04,-2.2,0.256,1.43
1.1e-04,-2.2,0.256,1.45
1.1e-04,-2.16,0.248,1.45
1.1e-04,-2.24,0.264,1.47
1.2e-04,-2.24,0.256,1.45
1.2e-04,-2.24,0.248,1.45
1.2e-04,-2.2,0.256,1.43
1.2e-04,-2.24,0.256,1.45
1.2e-04,-2.2,0.256,1.45
1.2e-04,-2.2,0.264,1.45
1.2e-04,-2.2,0.256,1.45
1.2e-04,-2.24,0.256,1.45
1.2e-04,-2.16,0.248,1.45
1.2e-04,-2.2,0.256,1.45
1.3e-04,-2.16,0.248,1.43
1.3e-04,-2.16,0.256,1.45
1.3e-04,-2.2,0.256,1.45
1.3e-04,-2.2,0.256,1.45
1.3e-04,-2.2,0.256,1.45
1.3e-04,-2.2,0.256,1.45
1.3e-04,-2.2,0.256,1.43
1.3e-04,-2.24,0.264,1.45
1.3e-04,-2.2,0.256,1.45
1.3e-04,-2.2,0.264,1.45
1.4e-04,-2.2,0.256,1.47
1.4e-04,-2.2,0.248,1.45
1.4e-04,-2.2,0.256,1.45
1.4e-04,-2.16,0.256,1.45
1.4e-04,-2.2,0.248,1.47
1.4e-04,-2.2,0.256,1.43
1.4e-04,-2.2,0.256,1.47
1.4e-04,-2.16,0.256,1.43
1.4e-04,-2.24,0.256,1.45
1.4e-04,-2.24,0.248,1.45
1.5e-04,-2.2,0.248,1.45
1.5e-04,-2.2,0.256,1.45
1.5e-04,-2.2,0.264,1.47
1.5e-04,-2.2,0.264,1.43
1.5e-04,-2.2,0.256,1.43
1.5e-04,-2.2,0.256,1.45
1.5e-04,-2.2,0.264,1.45
1.5e-04,-2.16,0.256,1.43
1.5e-04,-2.2,0.248,1.45
1.5e-04,-2.2,0.256,1.45
1.5e-04,-2.2,0.256,1.45
1.6e-04,-2.2,0.264,1.45
1.6e-04,-2.16,0.256,1.45
1.6e-04,-2.24,0.256,1.45
1.6e-04,-2.2,0.264,1.43
1.6e-04,-2.2,0.264,1.45
1.6e-04,-2.16,0.256,1.43
1.6e-04,-2.2,0.256,1.45
1.6e-04,-2.2,0.248,1.45
1.6e-04,-2.24,0.256,1.43
1.7e-04,-2.12,0.256,1.45
1.7e-04,-2.2,0.256,1.45
1.7e-04,-2.16,0.248,1.45
1.7e-04,-2.2,0.264,1.47
1.7e-04,-2.2,0.264,1.45
1.7e-04,-2.24,0.256,1.45
1.7e-04,-2.16,0.248,1.45
1.7e-04,-2.2,0.264,1.43
1.7e-04,-2.16,0.248,1.43
1.7e-04,-2.2,0.248,1.45
1.8e-04,-2.16,0.248,1.45
1.8e-04,-2.2,0.256,1.45
1.8e-04,-2.16,0.248,1.43
1.8e-04,-2.2,0.256,1.45
1.8e-04,-2.2,0.256,1.43
1.8e-04,-2.16,0.264,1.45
1.8e-04,-2.16,0.264,1.45
1.8e-04,-2.2,0.256,1.43
1.8e-04,-2.12,0.264,1.45
1.8e-04,-2.16,0.248,1.47
1.9e-04,-2.2,0.256,1.45
1.9e-04,-2.12,0.256,1.45
1.9e-04,-2.16,0.256,1.45
1.9e-04,-2.2,0.256,1.45
1.9e-04,-2.2,0.248,1.43
1.9e-04,-2.12,0.256,1.43
1.9e-04,-2.2,0.256,1.43
1.9e-04,-2.12,0.248,1.45
1.9e-04,-2.16,0.248,1.45
1.9e-04,-2.16,0.264,1.45
2.0e-04,-2.16,0.256,1.43
2.0e-04,-2.16,0.248,1.45
2.0e-04,-2.16,0.248,1.43
2.0e-04,-2.2,0.248,1.45
2.0e-04,-2.16,0.256,1.43
2.0e-04,-2.2,0.256,1.45
2.0e-04,-2.16,0.256,1.45
2.0e-04,-2.2,0.264,1.43
2.0e-04,-2.16,0.264,1.45
2.0e-04,-2.16,0.256,1.45
2.1e-04,-2.16,0.256,1.45
2.1e-04,-2.2,0.248,1.43
2.1e-04,-2.2,0.256,1.45
2.1e-04,-2.2,0.256,1.43
2.1e-04,-2.2,0.248,1.45
2.1e-04,-2.16,0.256,1.45
2.1e-04,-2.16,0.24,1.47
2.1e-04,-2.2,0.256,1.45
2.1e-04,-2.16,0.248,1.45
2.1e-04,-2.2,0.256,1.45
2.2e-04,-2.2,0.248,1.43
2.2e-04,-2.16,0.256,1.45
2.2e-04,-2.16,0.264,1.43
2.2e-04,-2.16,0.256,1.45
2.2e-04,-2.16,0.264,1.45
2.2e-04,-2.16,0.256,1.45
2.2e-04,-2.16,0.264,1.45
2.2e-04,-2.16,0.256,1.45
2.2e-04,-2.16,0.256,1.45
2.2e-04,-2.16,0.256,1.45
2.3e-04,-2.2,0.256,1.45
2.3e-04,-2.2,0.256,1.45
2.3e-04,-2.2,0.264,1.47
2.3e-04,-2.16,0.256,1.43
2.3e-04,-2.12,0.256,1.45
2.3e-04,-2.16,0.264,1.43
2.3e-04,-2.16,0.248,1.45
2.3e-04,-2.12,0.248,1.45
2.3e-04,-2.16,0.264,1.45
2.3e-04,-2.16,0.264,1.45
2.4e-04,-2.16,0.248,1.45
2.4e-04,-2.2,0.256,1.43
2.4e-04,-2.2,0.256,1.45
2.4e-04,-2.16,0.256,1.45
2.4e-04,-2.16,0.256,1.43
2.4e-04,-2.16,0.248,1.45
2.4e-04,-2.16,0.256,1.45
2.4e-04,-2.2,0.256,1.45
2.4e-04,-2.16,0.256,1.43
2.4e-04,-2.16,0.256,1.43
2.4e-04,-2.16,0.248,1.45
2.5e-04,-2.2,0.256,1.43
2.5e-04,-2.2,0.256,1.43
2.5e-04,-2.16,0.256,1.45
2.5e-04,-2.2,0.256,1.45
2.5e-04,-2.2,0.248,1.45
2.5e-04,-2.2,0.248,1.45
2.5e-04,-2.2,0.24,1.43
2.5e-04,-2.2,0.256,1.45
2.5e-04,-2.16,0.256,1.43
2.6e-04,-2.2,0.256,1.41
2.6e-04,-2.2,0.256,1.45
2.6e-04,-2.16,0.256,1.45
2.6e-04,-2.12,0.256,1.43
2.6e-04,-2.16,0.256,1.43
2.6e-04,-2.16,0.264,1.43
2.6e-04,-2.12,0.256,1.43
2.6e-04,-2.2,0.264,1.45
2.6e-04,-2.12,0.248,1.43
2.6e-04,-2.16,0.248,1.43
2.7e-04,-2.16,0.256,1.45
2.7e-04,-2.16,0.264,1.45
2.7e-04,-2.16,0.264,1.45
2.7e-04,-2.2,0.256,1.45
2.7e-04,-2.16,0.256,1.43
2.7e-04,-2.12,0.264,1.45
2.7e-04,-2.16,0.264,1.45
2.7e-04,-2.12,0.264,1.43
2.7e-04,-2.16,0.256,1.43
2.7e-04,-2.16,0.256,1.41
2.8e-04,-2.12,0.256,1.43
2.8e-04,-2.16,0.256,1.43
2.8e-04,-2.12,0.256,1.45
2.8e-04,-2.16,0.248,1.45
2.8e-04,-2.2,0.256,1.41
2.8e-04,-2.16,0.256,1.47
2.8e-04,-2.16,0.256,1.45
2.8e-04,-2.16,0.264,1.45
2.8e-04,-2.16,0.248,1.43
2.8e-04,-2.16,0.256,1.45
2.9e-04,-2.16,0.248,1.43
2.9e-04,-2.12,0.248,1.43
2.9e-04,-2.12,0.264,1.43
2.9e-04,-2.16,0.248,1.47
2.9e-04,-2.16,0.256,1.45
2.9e-04,-2.16,0.256,1.45
2.9e-04,-2.16,0.248,1.43
2.9e-04,-2.16,0.256,1.43
2.9e-04,-2.12,0.256,1.45
2.9e-04,-2.16,0.256,1.43
3.0e-04,-2.16,0.256,1.45
3.0e-04,-2.2,0.256,1.45
3.0e-04,-2.16,0.256,1.45
3.0e-04,-2.16,0.256,1.45
3.0e-04,-2.16,0.248,1.45
3.0e-04,-2.16,0.256,1.45
3.0e-04,-2.16,0.248,1.45
3.0e-04,-2.12,0.256,1.43
3.0e-04,-2.16,0.256,1.43
3.0e-04,-2.16,0.256,1.41
3.1e-04,-2.16,0.248,1.45
3.1e-04,-2.16,0.256,1.45
3.1e-04,-2.2,0.256,1.45
3.1e-04,-2.16,0.256,1.45
3.1e-04,-2.16,0.256,1.45
3.1e-04,-2.16,0.256,1.43
3.1e-04,-2.16,0.256,1.45
3.1e-04,-2.16,0.256,1.45
3.1e-04,-2.16,0.248,1.45
3.1e-04,-2.16,0.256,1.45
3.2e-04,-2.16,0.248,1.43
3.2e-04,-2.16,0.248,1.45
3.2e-04,-2.12,0.256,1.43
3.2e-04,-2.12,0.256,1.45
3.2e-04,-2.16,0.256,1.45
3.2e-04,-2.16,0.248,1.45
3.2e-04,-2.16,0.256,1.45
3.2e-04,-2.12,0.264,1.45
3.2e-04,-2.12,0.256,1.45
3.2e-04,-2.16,0.264,1.43
3.3e-04,-2.12,0.256,1.45
3.3e-04,-2.16,0.248,1.43
3.3e-04,-2.16,0.264,1.45
3.3e-04,-2.2,0.264,1.43
3.3e-04,-2.16,0.256,1.45
3.3e-04,-2.16,0.264,1.43
3.3e-04,-2.12,0.248,1.45
3.3e-04,-2.12,0.256,1.43
3.3e-04,-2.12,0.256,1.45
3.3e-04,-2.16,0.256,1.43
3.4e-04,-2.16,0.256,1.45
3.4e-04,-2.16,0.256,1.45
3.4e-04,-2.16,0.248,1.45
3.4e-04,-2.16,0.256,1.45
3.4e-04,-2.12,0.256,1.45
3.4e-04,-2.16,0.248,1.43
3.4e-04,-2.16,0.256,1.45
3.4e-04,-2.12,0.248,1.45
3.4e-04,-2.16,0.256,1.43
3.4e-04,-2.12,0.256,1.47
3.5e-04,-2.12,0.248,1.43
3.5e-04,-2.16,0.264,1.43
3.5e-04,-2.16,0.264,1.45
3.5e-04,-2.16,0.256,1.45
3.5e-04,-2.16,0.256,1.45
3.5e-04,-2.12,0.256,1.45
3.5e-04,-2.12,0.256,1.45
3.5e-04,-2.12,0.256,1.43
3.5e-04,-2.08,0.256,1.47
3.5e-04,-2.16,0.264,1.45
3.6e-04,-2.12,0.256,1.43
3.6e-04,-2.12,0.248,1.45
3.6e-04,-2.08,0.256,1.45
3.6e-04,-2.12,0.264,1.45
3.6e-04,-2.12,0.256,1.45
3.6e-04,-2.12,0.256,1.47
3.6e-04,-2.12,0.248,1.43
3.6e-04,-2.12,0.248,1.45
3.6e-04,-2.12,0.256,1.45
3.6e-04,-2.16,0.248,1.45
3.7e-04,-2.16,0.264,1.43
3.7e-04,-2.12,0.256,1.43
3.7e-04,-2.08,0.256,1.45
3.7e-04,-2.12,0.256,1.45
3.7e-04,-2.12,0.256,1.45
3.7e-04,-2.16,0.248,1.43
3.7e-04,-2.12,0.256,1.47
3.7e-04,-2.12,0.256,1.45
3.7e-04,-2.16,0.264,1.43
3.7e-04,-2.12,0.264,1.45
3.8e-04,-2.16,0.264,1.45
3.8e-04,-2.12,0.256,1.45
3.8e-04,-2.12,0.264,1.45
3.8e-04,-2.12,0.264,1.45
3.8e-04,-2.12,0.256,1.45
3.8e-04,-2.16,0.256,1.47
3.8e-04,-2.12,0.264,1.45
3.8e-04,-2.16,0.248,1.45
3.8e-04,-2.12,0.256,1.45
3.8e-04,-2.12,0.264,1.47
3.9e-04,-2.16,0.256,1.43
3.9e-04,-2.12,0.248,1.45
3.9e-04,-2.16,0.256,1.43
3.9e-04,-2.16,0.256,1.45
3.9e-04,-2.16,0.256,1.43
3.9e-04,-2.16,0.248,1.45
3.9e-04,-2.12,0.256,1.45
3.9e-04,-2.16,0.264,1.45
3.9e-04,-2.12,0.248,1.45
3.9e-04,-2.12,0.264,1.45
4.0e-04,-2.12,0.248,1.45
4.0e-04,-2.16,0.24,1.43
4.0e-04,-2.12,0.256,1.45
4.0e-04,-2.16,0.248,1.45
4.0e-04,-2.12,0.256,1.45
4.0e-04,-2.12,0.256,1.45
4.0e-04,-2.12,0.256,1.45
4.0e-04,-2.12,0.256,1.47
4.0e-04,-2.12,0.264,1.45
4.0e-04,-2.12,0.264,1.45
4.1e-04,-2.08,0.264,1.43
4.1e-04,-2.12,0.248,1.43
4.1e-04,-2.12,0.256,1.45
4.1e-04,-2.12,0.248,1.45
4.1e-04,-2.12,0.264,1.45
4.1e-04,-2.16,0.256,1.45
4.1e-04,-2.12,0.256,1.43
4.1e-04,-2.08,0.248,1.43
4.1e-04,-2.16,0.264,1.45
4.1e-04,-2.12,0.256,1.45
4.2e-04,-2.16,0.256,1.45
4.2e-04,-2.12,0.272,1.45
4.2e-04,-2.08,0.248,1.45
4.2e-04,-2.08,0.256,1.43
4.2e-04,-2.12,0.264,1.43
4.2e-04,-2.2,0.256,1.45
4.2e-04,-2.12,0.264,1.45
4.2e-04,-2.12,0.256,1.45
4.2e-04,-2.16,0.248,1.45
4.2e-04,-2.12,0.256,1.45
4.3e-04,-2.12,0.264,1.45
4.3e-04,-2.12,0.256,1.45
4.3e-04,-2.12,0.256,1.45
4.3e-04,-2.16,0.264,1.45
4.3e-04,-2.12,0.256,1.45
4.3e-04,-2.12,0.256,1.45
4.3e-04,-2.16,0.264,1.45
4.3e-04,-2.12,0.256,1.45
4.3e-04,-2.12,0.248,1.43
4.3e-04,-2.12,0.256,1.45
4.4e-04,-2.12,0.256,1.43
4.4e-04,-2.12,0.256,1.45
4.4e-04,-2.12,0.256,1.45
4.4e-04,-2.12,0.256,1.43
4.4e-04,-2.08,0.264,1.45
4.4e-04,-2.16,0.256,1.45
4.4e-04,-2.12,0.256,1.45
4.4e-04,-2.12,0.248,1.47
4.4e-04,-2.12,0.248,1.45
4.4e-04,-2.12,0.248,1.45
4.5e-04,-2.12,0.264,1.45
4.5e-04,-2.16,0.256,1.47
4.5e-04,-2.08,0.248,1.45
4.5e-04,-2.16,0.256,1.43
4.5e-04,-2.12,0.264,1.43
4.5e-04,-2.12,0.256,1.45
4.5e-04,-2.12,0.264,1.45
4.5e-04,-2.12,0.256,1.45
4.5e-04,-2.08,0.256,1.45
4.5e-04,-2.12,0.248,1.47
4.6e-04,-2.12,0.256,1.47
4.6e-04,-2.12,0.256,1.45
4.6e-04,-2.16,0.256,1.45
4.6e-04,-2.12,0.256,1.45
4.6e-04,-2.12,0.248,1.45
4.6e-04,-2.12,0.256,1.45
4.6e-04,-2.12,0.256,1.47
4.6e-04,-2.08,0.256,1.45
4.6e-04,-2.12,0.256,1.43
4.6e-04,-2.12,0.264,1.43
4.7e-04,-2.12,0.248,1.45
4.7e-04,-2.12,0.256,1.45
4.7e-04,-2.12,0.256,1.45
4.7e-04,-2.12,0.256,1.45
4.7e-04,-2.12,0.256,1.43
4.7e-04,-2.08,0.264,1.45
4.7e-04,-2.08,0.264,1.45
4.7e-04,-2.12,0.256,1.47
4.7e-04,-2.12,0.256,1.45
4.7e-04,-2.12,0.256,1.45
4.8e-04,-2.08,0.248,1.45
4.8e-04,-2.12,0.264,1.47
4.8e-04,-2.08,0.256,1.45
4.8e-04,-2.12,0.256,1.45
4.8e-04,-2.12,0.256,1.45
4.8e-04,-2.12,0.256,1.45
4.8e-04,-2.16,0.264,1.45
4.8e-04,-2.16,0.248,1.45
4.8e-04,-2.08,0.256,1.45
4.8e-04,-2.08,0.256,1.43
4.9e-04,-2.16,0.256,1.45
4.9e-04,-2.04,0.256,1.45
4.9e-04,-2.16,0.256,1.45
4.9e-04,-2.12,0.256,1.45
4.9e-04,-2.12,0.248,1.45
4.9e-04,-2.12,0.256,1.45
4.9e-04,-2.12,0.256,1.45
4.9e-04,-2.12,0.256,1.45
4.9e-04,-2.12,0.264,1.45
4.9e-04,-2.12,0.248,1.47
4.9e-04,-2.08,0.256,1.45
5.0e-04,-2.12,0.256,1.45
5.0e-04,-2.08,0.256,1.45
5.0e-04,-2.12,0.264,1.45
5.0e-04,-2.08,0.256,1.45
5.0e-04,-2.16,0.256,1.43
5.0e-04,-2.08,0.248,1.47
5.0e-04,-2.12,0.256,1.45
5.0e-04,-2.12,0.256,1.43
5.0e-04,-2.08,0.248,1.45
5.1e-04,-2.08,0.256,1.45
5.1e-04,-2.12,0.256,1.45
5.1e-04,-2.12,0.264,1.45
5.1e-04,-2.08,0.256,1.45
5.1e-04,-2.08,0.256,1.45
5.1e-04,-2.08,0.248,1.45
5.1e-04,-2.08,0.264,1.45
5.1e-04,-2.12,0.256,1.45
5.1e-04,-2.08,0.256,1.43
5.1e-04,-2.12,0.256,1.47
5.2e-04,-2.08,0.256,1.45
5.2e-04,-2.12,0.256,1.45
5.2e-04,-2.08,0.264,1.47
5.2e-04,-2.08,0.256,1.45
5.2e-04,-2.12,0.256,1.43
5.2e-04,-2.12,0.256,1.45
5.2e-04,-2.12,0.256,1.45
5.2e-04,-2.16,0.264,1.45
5.2e-04,-2.08,0.256,1.43
5.2e-04,-2.08,0.248,1.45
5.3e-04,-2.08,0.256,1.45
5.3e-04,-2.12,0.264,1.47
5.3e-04,-2.12,0.256,1.45
5.3e-04,-2.08,0.256,1.45
5.3e-04,-2.12,0.256,1.45
5.3e-04,-2.08,0.256,1.45
5.3e-04,-2.12,0.264,1.45
5.3e-04,-2.12,0.256,1.45
5.3e-04,-2.08,0.256,1.45
5.3e-04,-2.12,0.248,1.45
5.3e-04,-2.08,0.256,1.43
5.4e-04,-2.12,0.256,1.45
5.4e-04,-2.12,0.256,1.47
5.4e-04,-2.08,0.256,1.45
5.4e-04,-2.08,0.264,1.45
5.4e-04,-2.12,0.264,1.45
5.4e-04,-2.08,0.248,1.45
5.4e-04,-2.12,0.256,1.45
5.4e-04,-2.12,0.256,1.45
5.4e-04,-2.08,0.256,1.45
5.5e-04,-2.08,0.248,1.45
5.5e-04,-2.12,0.256,1.45
5.5e-04,-2.08,0.256,1.45
5.5e-04,-2.12,0.256,1.45
5.5e-04,-2.12,0.248,1.45
5.5e-04,-2.08,0.248,1.45
5.5e-04,-2.08,0.256,1.45
5.5e-04,-2.12,0.256,1.45
5.5e-04,-2.08,0.264,1.45
5.5e-04,-2.08,0.256,1.45
5.6e-04,-2.12,0.256,1.45
5.6e-04,-2.08,0.256,1.45
5.6e-04,-2.08,0.256,1.43
5.6e-04,-2.08,0.248,1.45
5.6e-04,-2.08,0.256,1.43
5.6e-04,-2.12,0.256,1.45
5.6e-04,-2.04,0.264,1.45
5.6e-04,-2.08,0.256,1.47
5.6e-04,-2.08,0.256,1.45
5.6e-04,-2.08,0.264,1.45
5.7e-04,-2.08,0.256,1.47
5.7e-04,-2.12,0.248,1.45
5.7e-04,-2.08,0.248,1.45
5.7e-04,-2.04,0.256,1.45
5.7e-04,-2.04,0.256,1.45
5.7e-04,-2.08,0.256,1.45
5.7e-04,-2.08,0.256,1.47
5.7e-04,-2.12,0.256,1.45
5.7e-04,-2.12,0.256,1.45
5.7e-04,-2.04,0.248,1.45
5.8e-04,-2.04,0.256,1.45
5.8e-04,-2.08,0.256,1.45
5.8e-04,-2.08,0.256,1.45
5.8e-04,-2.12,0.264,1.45
5.8e-04,-2.04,0.256,1.43
5.8e-04,-2.08,0.264,1.45
5.8e-04,-2.12,0.256,1.45
5.8e-04,-2.08,0.256,1.45
5.8e-04,-2.04,0.256,1.45
5.8e-04,-2.16,0.256,1.43
5.9e-04,-2.12,0.256,1.45
5.9e-04,-2.08,0.248,1.45
5.9e-04,-2.08,0.256,1.45
5.9e-04,-2.08,0.248,1.45
5.9e-04,-2.04,0.256,1.45
5.9e-04,-2.08,0.256,1.43
5.9e-04,-2.12,0.248,1.45
5.9e-04,-2.12,0.248,1.45
5.9e-04,-2.08,0.256,1.45
5.9e-04,-2.08,0.256,1.45
6.0e-04,-2.04,0.256,1.47
6.0e-04,-2.12,0.256,1.43
6.0e-04,-2.04,0.256,1.45
6.0e-04,-2.08,0.248,1.47
6.0e-04,-2.08,0.256,1.47
6.0e-04,-2.12,0.256,1.41
6.0e-04,-2.12,0.256,1.43
6.0e-04,-2.08,0.256,1.43
6.0e-04,-2.12,0.264,1.45
6.0e-04,-2.04,0.256,1.47
6.1e-04,-2.08,0.256,1.45
6.1e-04,-2.08,0.256,1.45
6.1e-04,-2.08,0.256,1.45
6.1e-04,-2.08,0.248,1.45
6.1e-04,-2.12,0.264,1.45
6.1e-04,-2.08,0.264,1.45
6.1e-04,-2.04,0.256,1.43
6.1e-04,-2.04,0.264,1.45
6.1e-04,-2.08,0.264,1.45
6.1e-04,-2.08,0.264,1.45
6.2e-04,-2.08,0.256,1.45
6.2e-04,-2.08,0.256,1.45
6.2e-04,-2.08,0.256,1.45
6.2e-04,-2.08,0.256,1.41
6.2e-04,-2.08,0.256,1.45
6.2e-04,-2.08,0.264,1.45
6.2e-04,-2.08,0.248,1.45
6.2e-04,-2.08,0.256,1.45
6.2e-04,-2.08,0.256,1.45
6.2e-04,-2.08,0.256,1.45
6.3e-04,-2.08,0.256,1.45
6.3e-04,-2.08,0.256,1.43
6.3e-04,-2.08,0.256,1.43
6.3e-04,-2.08,0.256,1.45
6.3e-04,-2.08,0.256,1.45
6.3e-04,-2.08,0.256,1.43
6.3e-04,-2.08,0.256,1.45
6.3e-04,-2.08,0.264,1.45
6.3e-04,-2.08,0.248,1.45
6.3e-04,-2.12,0.256,1.45
6.4e-04,-2.04,0.264,1.45
6.4e-04,-2.04,0.264,1.45
6.4e-04,-2.12,0.256,1.43
6.4e-04,-2.08,0.256,1.49
6.4e-04,-2.08,0.256,1.45
6.4e-04,-2.08,0.256,1.45
6.4e-04,-2.04,0.256,1.45
6.4e-04,-2.04,0.248,1.45
6.4e-04,-2.08,0.256,1.43
6.4e-04,-2.08,0.264,1.43
6.5e-04,-2.08,0.256,1.45
6.5e-04,-2.04,0.264,1.45
6.5e-04,-2.08,0.256,1.47
6.5e-04,-2.08,0.256,1.45
6.5e-04,-2.04,0.256,1.47
6.5e-04,-2.08,0.256,1.47
6.5e-04,-2.08,0.256,1.45
6.5e-04,-2.04,0.248,1.45
6.5e-04,-2.04,0.256,1.47
6.5e-04,-2.08,0.256,1.45
6.6e-04,-2.08,0.248,1.45
6.6e-04,-2.04,0.264,1.45
6.6e-04,-2.08,0.264,1.45
6.6e-04,-2.08,0.248,1.45
6.6e-04,-2.08,0.264,1.45
6.6e-04,-2.08,0.264,1.43
6.6e-04,-2.08,0.256,1.45
6.6e-04,-2.08,0.264,1.45
6.6e-04,-2.08,0.256,1.45
6.6e-04,-2.08,0.248,1.45
6.7e-04,-2.08,0.256,1.43
6.7e-04,-2.08,0.264,1.45
6.7e-04,-2.08,0.256,1.43
6.7e-04,-2.04,0.256,1.45
6.7e-04,-2.08,0.256,1.43
6.7e-04,-2.08,0.264,1.45
6.7e-04,-2.04,0.256,1.45
6.7e-04,-2.08,0.248,1.43
6.7e-04,-2.08,0.248,1.45
6.7e-04,-2.04,0.248,1.45
6.8e-04,-2.04,0.256,1.43
6.8e-04,-2.08,0.264,1.45
6.8e-04,-2.08,0.256,1.45
6.8e-04,-2.04,0.256,1.45
6.8e-04,-2.08,0.248,1.45
6.8e-04,-2.08,0.264,1.47
6.8e-04,-2.08,0.256,1.47
6.8e-04,-2.12,0.256,1.45
6.8e-04,-2.08,0.264,1.45
6.8e-04,-2.04,0.256,1.45
6.9e-04,-2.08,0.256,1.45
