Model,MDO3014
Firmware Version,1.20

Waveform Type,ANALOG,,
1.4e-04,-0.68,0.164,0.022
1.4e-04,-0.68,0.168,0.022
1.4e-04,-0.68,0.164,0.022
1.4e-04,-0.68,0.16,0.022
1.4e-04,-0.68,0.164,0.022
1.5e-04,-0.68,0.16,0.022
1.5e-04,-0.68,0.16,0.026
1.5e-04,-0.64,0.164,0.022
1.5e-04,-0.68,0.164,0.026
1.5e-04,-0.64,0.164,0.026
1.6e-04,-0.68,0.16,0.026
1.6e-04,-0.68,0.16,0.018
1.6e-04,-0.68,0.16,0.022
1.6e-04,-0.68,0.164,0.022
1.6e-04,-0.64,0.16,0.022
1.7e-04,-0.68,0.164,0.022
1.7e-04,-0.64,0.16,0.022
1.7e-04,-0.68,0.164,0.022
1.7e-04,-0.68,0.164,0.022
1.7e-04,-0.72,0.164,0.018
1.8e-04,-0.68,0.164,0.022
1.8e-04,-0.64,0.164,0.026
1.8e-04,-0.68,0.164,0.022
1.8e-04,-0.64,0.16,0.026
1.8e-04,-0.68,0.16,0.018
1.9e-04,-0.68,0.164,0.022
1.9e-04,-0.68,0.164,0.026
1.9e-04,-0.68,0.168,0.022
1.9e-04,-0.68,0.168,0.026
1.9e-04,-0.64,0.16,0.026
2.0e-04,-0.64,0.164,0.018
2.0e-04,-0.68,0.164,0.026
2.0e-04,-0.68,0.164,0.026
2.0e-04,-0.68,0.164,0.022
2.0e-04,-0.68,0.164,0.018
2.1e-04,-0.68,0.164,0.022
2.1e-04,-0.68,0.164,0.018
2.1e-04,-0.72,0.164,0.014
2.1e-04,-0.68,0.164,0.018
2.1e-04,-0.68,0.16,0.022
2.2e-04,-0.68,0.168,0.022
2.2e-04,-0.64,0.164,0.022
2.2e-04,-0.68,0.16,0.026
2.2e-04,-0.68,0.16,0.018
2.2e-04,-0.64,0.164,0.026
2.3e-04,-0.68,0.16,0.018
2.3e-04,-0.68,0.16,0.022
2.3e-04,-0.64,0.164,0.026
2.3e-04,-0.72,0.164,0.026
2.3e-04,-0.68,0.16,0.022
2.4e-04,-0.6,0.16,0.018
2.4e-04,-0.72,0.16,0.018
2.4e-04,-0.68,0.16,0.022
2.4e-04,-0.64,0.164,0.018
2.4e-04,-0.64,0.164,0.018
2.5e-04,-0.68,0.16,0.018
2.5e-04,-0.64,0.164,0.026
2.5e-04,-0.64,0.164,0.018
2.5e-04,-0.68,0.164,0.022
2.5e-04,-0.72,0.164,0.018
2.6e-04,-0.68,0.16,0.022
2.6e-04,-0.68,0.168,0.018
2.6e-04,-0.68,0.16,0.022
2.6e-04,-0.68,0.164,0.022
2.6e-04,-0.64,0.16,0.022
2.7e-04,-0.68,0.16,0.018
2.7e-04,-0.68,0.164,0.018
2.7e-04,-0.64,0.156,0.022
2.7e-04,-0.64,0.16,0.018
2.7e-04,-0.68,0.164,0.018
2.8e-04,-0.68,0.16,0.022
2.8e-04,-0.68,0.156,0.022
2.8e-04,-0.68,0.164,0.022
2.8e-04,-0.68,0.164,0.022
2.8e-04,-0.68,0.16,0.022
2.9e-04,-0.68,0.16,0.018
2.9e-04,-0.64,0.168,0.026
2.9e-04,-0.72,0.168,0.018
2.9e-04,-0.68,0.16,0.018
2.9e-04,-0.68,0.156,0.026
3.0e-04,-0.68,0.168,0.022
3.0e-04,-0.68,0.16,0.022
3.0e-04,-0.68,0.164,0.022
3.0e-04,-0.64,0.164,0.022
3.0e-04,-0.68,0.168,0.022
3.1e-04,-0.68,0.164,0.026
3.1e-04,-0.64,0.164,0.026
3.1e-04,-0.64,0.16,0.018
3.1e-04,-0.72,0.16,0.018
3.1e-04,-0.64,0.164,0.026
3.2e-04,-0.72,0.168,0.026
3.2e-04,-0.68,0.164,0.026
3.2e-04,-0.64,0.16,0.018
3.2e-04,-0.64,0.168,0.022
3.2e-04,-0.64,0.16,0.018
3.3e-04,-0.64,0.156,0.014
3.3e-04,-0.68,0.164,0.026
3.3e-04,-0.68,0.16,0.022
3.3e-04,-0.68,0.164,0.022
3.3e-04,-0.68,0.164,0.022
3.4e-04,-0.68,0.156,0.022
3.4e-04,-0.64,0.164,0.022
3.4e-04,-0.68,0.16,0.022
3.4e-04,-0.64,0.164,0.022
3.4e-04,-0.68,0.164,0.022
3.5e-04,-0.64,0.16,0.026
3.5e-04,-0.64,0.164,0.018
3.5e-04,-0.64,0.16,0.018
3.5e-04,-0.6,0.164,0.022
3.5e-04,-0.68,0.164,0.022
3.6e-04,-0.68,0.164,0.018
3.6e-04,-0.68,0.164,0.022
3.6e-04,-0.68,0.164,0.026
3.6e-04,-0.64,0.164,0.026
3.6e-04,-0.64,0.16,0.022
3.7e-04,-0.64,0.164,0.018
3.7e-04,-0.64,0.16,0.026
3.7e-04,-0.68,0.16,0.018
3.7e-04,-0.72,0.16,0.022
3.7e-04,-0.68,0.164,0.022
3.8e-04,-0.68,0.164,0.018
3.8e-04,-0.68,0.164,0.022
3.8e-04,-0.68,0.164,0.022
3.8e-04,-0.72,0.16,0.022
3.8e-04,-0.64,0.164,0.022
3.9e-04,-0.64,0.16,0.022
3.9e-04,-0.68,0.16,0.022
3.9e-04,-0.64,0.16,0.026
3.9e-04,-0.64,0.164,0.022
3.9e-04,-0.68,0.16,0.022
4.0e-04,-0.68,0.164,0.022
4.0e-04,-0.64,0.164,0.026
4.0e-04,-0.68,0.168,0.018
4.0e-04,-0.68,0.16,0.022
4.0e-04,-0.68,0.164,0.022
4.1e-04,-0.72,0.164,0.022
4.1e-04,-0.68,0.164,0.022
4.1e-04,-0.68,0.168,0.022
4.1e-04,-0.64,0.164,0.026
4.1e-04,-0.68,0.164,0.018
4.2e-04,-0.64,0.164,0.026
4.2e-04,-0.68,0.168,0.018
4.2e-04,-0.68,0.16,0.022
4.2e-04,-0.68,0.164,0.022
4.2e-04,-0.64,0.168,0.022
4.3e-04,-0.64,0.16,0.026
4.3e-04,-0.68,0.164,0.018
4.3e-04,-0.64,0.16,0.022
4.3e-04,-0.68,0.164,0.022
4.3e-04,-0.64,0.168,0.026
4.4e-04,-0.68,0.164,0.022
4.4e-04,-0.68,0.164,0.026
4.4e-04,-0.68,0.164,0.018
4.4e-04,-0.64,0.164,0.018
4.4e-04,-0.68,0.16,0.026
4.5e-04,-0.64,0.16,0.018
4.5e-04,-0.64,0.164,0.022
4.5e-04,-0.64,0.164,0.022
4.5e-04,-0.64,0.164,0.022
4.5e-04,-0.68,0.164,0.026
4.6e-04,-0.64,0.16,0.022
4.6e-04,-0.64,0.16,0.026
4.6e-04,-0.68,0.16,0.018
4.6e-04,-0.68,0.168,0.022
4.6e-04,-0.68,0.16,0.026
4.7e-04,-0.64,0.164,0.022
4.7e-04,-0.68,0.164,0.018
4.7e-04,-0.68,0.164,0.026
4.7e-04,-0.64,0.168,0.022
4.7e-04,-0.68,0.16,0.018
4.8e-04,-0.64,0.16,0.022
4.8e-04,-0.6,0.16,0.018
4.8e-04,-0.64,0.156,0.022
4.8e-04,-0.64,0.164,0.022
4.8e-04,-0.64,0.164,0.018
4.9e-04,-0.68,0.164,0.022
4.9e-04,-0.68,0.16,0.018
4.9e-04,-0.68,0.16,0.022
4.9e-04,-0.64,0.164,0.026
4.9e-04,-0.64,0.16,0.018
5.0e-04,-0.68,0.164,0.018
5.0e-04,-0.64,0.164,0.018
5.0e-04,-0.68,0.164,0.022
5.0e-04,-0.64,0.164,0.022
5.0e-04,-0.68,0.16,0.022
5.1e-04,-0.68,0.164,0.022
5.1e-04,-0.68,0.168,0.018
5.1e-04,-0.68,0.164,0.018
5.1e-04,-0.68,0.164,0.018
5.1e-04,-0.68,0.16,0.022
5.2e-04,-0.64,0.16,0.022
5.2e-04,-0.64,0.16,0.018
5.2e-04,-0.64,0.16,0.026
5.2e-04,-0.68,0.164,0.018
5.2e-04,-0.64,0.168,0.022
5.3e-04,-0.68,0.156,0.022
5.3e-04,-0.64,0.16,0.022
5.3e-04,-0.64,0.164,0.022
5.3e-04,-0.64,0.164,0.022
5.3e-04,-0.64,0.16,0.022
5.4e-04,-0.64,0.164,0.022
5.4e-04,-0.68,0.164,0.022
5.4e-04,-0.64,0.164,0.022
5.4e-04,-0.64,0.164,0.022
5.4e-04,-0.6,0.164,0.018
5.5e-04,-0.64,0.16,0.022
5.5e-04,-0.64,0.16,0.026
5.5e-04,-0.64,0.164,0.022
5.5e-04,-0.68,0.156,0.018
5.5e-04,-0.64,0.164,0.022
5.6e-04,-0.64,0.16,0.022
5.6e-04,-0.68,0.168,0.022
5.6e-04,-0.64,0.16,0.022
5.6e-04,-0.64,0.164,0.022
5.6e-04,-0.64,0.16,0.026
5.7e-04,-0.64,0.16,0.018
5.7e-04,-0.68,0.164,0.022
5.7e-04,-0.64,0.164,0.022
5.7e-04,-0.68,0.156,0.022
5.7e-04,-0.64,0.16,0.022
5.8e-04,-0.64,0.164,0.022
5.8e-04,-0.64,0.16,0.022
5.8e-04,-0.64,0.16,0.022
5.8e-04,-0.68,0.168,0.022
5.8e-04,-0.68,0.164,0.018
5.9e-04,-0.64,0.164,0.022
5.9e-04,-0.68,0.164,0.018
5.9e-04,-0.64,0.16,0.026
5.9e-04,-0.64,0.164,0.018
5.9e-04,-0.64,0.164,0.022
6.0e-04,-0.64,0.156,0.022
6.0e-04,-0.64,0.164,0.022
6.0e-04,-0.64,0.164,0.018
6.0e-04,-0.64,0.16,0.022
6.0e-04,-0.68,0.164,0.022
6.1e-04,-0.64,0.164,0.018
6.1e-04,-0.68,0.164,0.018
6.1e-04,-0.64,0.16,0.022
6.1e-04,-0.64,0.16,0.018
6.1e-04,-0.68,0.164,0.018
6.2e-04,-0.64,0.164,0.022
6.2e-04,-0.64,0.16,0.018
6.2e-04,-0.64,0.168,0.018
6.2e-04,-0.64,0.164,0.022
6.2e-04,-0.68,0.156,0.026
6.3e-04,-0.64,0.164,0.022
6.3e-04,-0.64,0.164,0.026
6.3e-04,-0.68,0.164,0.022
6.3e-04,-0.64,0.164,0.022
6.3e-04,-0.64,0.164,0.022
6.4e-04,-0.68,0.16,0.022
6.4e-04,-0.64,0.164,0.018
6.4e-04,-0.68,0.16,0.022
6.4e-04,-0.68,0.16,0.022
6.4e-04,-0.64,0.16,0.026
6.5e-04,-0.64,0.164,0.022
6.5e-04,-0.64,0.168,0.022
6.5e-04,-0.6,0.164,0.022
6.5e-04,-0.64,0.16,0.026
6.5e-04,-0.64,0.16,0.022
6.6e-04,-0.64,0.164,0.022
6.6e-04,-0.64,0.164,0.022
6.6e-04,-0.64,0.16,0.026
6.6e-04,-0.64,0.16,0.022
6.6e-04,-0.64,0.16,0.022
6.7e-04,-0.64,0.156,0.022
6.7e-04,-0.64,0.164,0.022
6.7e-04,-0.64,0.164,0.022
6.7e-04,-0.64,0.164,0.018
6.7e-04,-0.64,0.16,0.018
6.8e-04,-0.68,0.16,0.014
6.8e-04,-0.64,0.164,0.022
6.8e-04,-0.64,0.16,0.018
6.8e-04,-0.64,0.16,0.022
6.8e-04,-0.68,0.164,0.022
6.9e-04,-0.68,0.164,0.026
6.9e-04,-0.64,0.16,0.022
6.9e-04,-0.6,0.16,0.026
6.9e-04,-0.64,0.16,0.022
6.9e-04,-0.68,0.164,0.022
7.0e-04,-0.64,0.16,0.022
7.0e-04,-0.64,0.164,0.022
7.0e-04,-0.64,0.164,0.014
7.0e-04,-0.64,0.16,0.022
7.0e-04,-0.64,0.16,0.022
7.1e-04,-0.68,0.16,0.018
7.1e-04,-0.64,0.16,0.022
7.1e-04,-0.64,0.168,0.022
7.1e-04,-0.64,0.164,0.018
7.1e-04,-0.64,0.164,0.026
7.2e-04,-0.64,0.164,0.022
7.2e-04,-0.64,0.164,0.022
7.2e-04,-0.64,0.164,0.018
7.2e-04,-0.64,0.16,0.022
7.2e-04,-0.64,0.16,0.018
7.3e-04,-0.64,0.16,0.022
7.3e-04,-0.64,0.168,0.022
7.3e-04,-0.64,0.164,0.018
7.3e-04,-0.64,0.16,0.026
7.3e-04,-0.64,0.164,0.022
7.4e-04,-0.64,0.16,0.022
7.4e-04,-0.64,0.16,0.018
7.4e-04,-0.64,0.164,0.018
7.4e-04,-0.64,0.156,0.026
7.4e-04,-0.64,0.164,0.022
7.5e-04,-0.64,0.164,0.026
7.5e-04,-0.6,0.16,0.022
7.5e-04,-0.64,0.16,0.022
7.5e-04,-0.6,0.16,0.022
7.5e-04,-0.6,0.164,0.022
7.6e-04,-0.64,0.16,0.022
7.6e-04,-0.64,0.164,0.026
7.6e-04,-0.64,0.164,0.022
7.6e-04,-0.68,0.164,0.022
7.6e-04,-0.64,0.16,0.022
7.7e-04,-0.64,0.16,0.018
7.7e-04,-0.64,0.16,0.022
7.7e-04,-0.64,0.16,0.022
7.7e-04,-0.64,0.16,0.022
7.7e-04,-0.64,0.16,0.022
7.8e-04,-0.64,0.156,0.022
7.8e-04,-0.64,0.16,0.022
7.8e-04,-0.64,0.164,0.022
7.8e-04,-0.68,0.16,0.022
7.8e-04,-0.64,0.164,0.022
7.9e-04,-0.68,0.16,0.022
7.9e-04,-0.64,0.164,0.022
7.9e-04,-0.64,0.16,0.022
7.9e-04,-0.64,0.164,0.018
7.9e-04,-0.64,0.164,0.022
8.0e-04,-0.64,0.164,0.022
8.0e-04,-0.68,0.164,0.022
8.0e-04,-0.64,0.16,0.026
8.0e-04,-0.68,0.164,0.022
8.0e-04,-0.64,0.164,0.018
8.1e-04,-0.64,0.156,0.018
8.1e-04,-0.64,0.156,0.022
8.1e-04,-0.64,0.164,0.014
8.1e-04,-0.68,0.164,0.026
8.1e-04,-0.64,0.164,0.018
8.2e-04,-0.68,0.164,0.018
8.2e-04,-0.6,0.16,0.026
8.2e-04,-0.64,0.16,0.026
8.2e-04,-0.64,0.16,0.018
8.2e-04,-0.64,0.164,0.026
8.3e-04,-0.68,0.16,0.022
8.3e-04,-0.64,0.16,0.022
8.3e-04,-0.64,0.164,0.022
8.3e-04,-0.64,0.156,0.022
8.3e-04,-0.64,0.16,0.022
8.4e-04,-0.64,0.164,0.022
8.4e-04,-0.6,0.164,0.026
8.4e-04,-0.6,0.168,0.018
8.4e-04,-0.64,0.164,0.018
8.4e-04,-0.68,0.164,0.022
8.5e-04,-0.6,0.164,0.018
8.5e-04,-0.64,0.164,0.018
8.5e-04,-0.64,0.164,0.022
8.5e-04,-0.64,0.164,0.022
8.5e-04,-0.6,0.164,0.022
8.6e-04,-0.64,0.16,0.022
8.6e-04,-0.64,0.164,0.022
8.6e-04,-0.6,0.164,0.018
8.6e-04,-0.64,0.16,0.026
8.6e-04,-0.64,0.16,0.022
8.7e-04,-0.64,0.164,0.022
8.7e-04,-0.64,0.16,0.022
8.7e-04,-0.64,0.16,0.018
8.7e-04,-0.64,0.16,0.026
8.7e-04,-0.64,0.164,0.022
8.8e-04,-0.64,0.16,0.018
8.8e-04,-0.64,0.164,0.022
8.8e-04,-0.64,0.164,0.018
8.8e-04,-0.6,0.164,0.022
8.8e-04,-0.64,0.164,0.022
8.9e-04,-0.64,0.16,0.022
8.9e-04,-0.64,0.168,0.018
8.9e-04,-0.64,0.164,0.022
8.9e-04,-0.64,0.16,0.018
8.9e-04,-0.64,0.164,0.018
9.0e-04,-0.64,0.156,0.022
9.0e-04,-0.64,0.164,0.018
9.0e-04,-0.64,0.16,0.022
9.0e-04,-0.64,0.16,0.022
9.0e-04,-0.64,0.164,0.022
9.1e-04,-0.6,0.16,0.022
9.1e-04,-0.6,0.164,0.022
9.1e-04,-0.64,0.16,0.022
9.1e-04,-0.64,0.16,0.022
9.1e-04,-0.64,0.16,0.018
9.2e-04,-0.64,0.164,0.022
9.2e-04,-0.64,0.16,0.026
9.2e-04,-0.64,0.164,0.018
9.2e-04,-0.6,0.16,0.022
9.2e-04,-0.64,0.16,0.018
9.3e-04,-0.68,0.16,0.022
9.3e-04,-0.64,0.16,0.022
9.3e-04,-0.6,0.16,0.018
9.3e-04,-0.64,0.16,0.022
9.3e-04,-0.64,0.16,0.022
9.4e-04,-0.56,0.168,0.022
9.4e-04,-0.64,0.156,0.022
9.4e-04,-0.68,0.16,0.018
9.4e-04,-0.64,0.16,0.018
9.4e-04,-0.64,0.164,0.022
9.5e-04,-0.6,0.164,0.022
9.5e-04,-0.64,0.164,0.022
9.5e-04,-0.6,0.164,0.022
9.5e-04,-0.64,0.16,0.022
9.5e-04,-0.64,0.168,0.022
9.6e-04,-0.64,0.164,0.018
9.6e-04,-0.64,0.16,0.018
9.6e-04,-0.64,0.16,0.022
9.6e-04,-0.64,0.16,0.022
9.6e-04,-0.64,0.168,0.022
9.7e-04,-0.64,0.16,0.022
9.7e-04,-0.64,0.164,0.018
9.7e-04,-0.64,0.16,0.022
9.7e-04,-0.56,0.16,0.018
9.7e-04,-0.64,0.16,0.018
9.8e-04,-0.64,0.16,0.026
9.8e-04,-0.64,0.168,0.018
9.8e-04,-0.64,0.16,0.026
9.8e-04,-0.64,0.164,0.022
9.8e-04,-0.64,0.16,0.014
9.9e-04,-0.6,0.164,0.026
9.9e-04,-0.64,0.164,0.026
9.9e-04,-0.64,0.164,0.026
9.9e-04,-0.64,0.168,0.018
9.9e-04,-0.64,0.164,0.022
1.0e-03,-0.64,0.16,0.022
1.0e-03,-0.64,0.164,0.022
1.0e-03,-0.64,0.164,0.022
1.0e-03,-0.68,0.16,0.022
1.0e-03,-0.56,0.16,0.018
1.0e-03,-0.64,0.164,0.022
1.0e-03,-0.64,0.16,0.022
1.0e-03,-0.64,0.164,0.022
1.0e-03,-0.64,0.16,0.022
1.0e-03,-0.64,0.16,0.022
1.0e-03,-0.64,0.16,0.018
1.0e-03,-0.64,0.16,0.022
1.0e-03,-0.56,0.164,0.022
1.0e-03,-0.6,0.164,0.022
1.0e-03,-0.68,0.164,0.022
1.0e-03,-0.64,0.164,0.018
1.0e-03,-0.6,0.156,0.022
1.0e-03,-0.6,0.164,0.018
1.0e-03,-0.64,0.164,0.022
1.0e-03,-0.64,0.164,0.022
1.0e-03,-0.6,0.16,0.022
1.0e-03,-0.64,0.16,0.022
1.0e-03,-0.64,0.164,0.018
1.0e-03,-0.6,0.16,0.022
1.0e-03,-0.6,0.16,0.022
1.0e-03,-0.6,0.164,0.022
1.0e-03,-0.64,0.168,0.022
1.1e-03,-0.6,0.16,0.014
1.1e-03,-0.64,0.164,0.018
1.1e-03,-0.64,0.16,0.018
1.1e-03,-0.64,0.16,0.022
1.1e-03,-0.6,0.164,0.022
1.1e-03,-0.64,0.16,0.022
1.1e-03,-0.64,0.16,0.022
1.1e-03,-0.64,0.16,0.018
1.1e-03,-0.64,0.16,0.022
1.1e-03,-0.64,0.164,0.018
1.1e-03,-0.6,0.16,0.022
1.1e-03,-0.6,0.164,0.026
1.1e-03,-0.64,0.16,0.022
1.1e-03,-0.64,0.164,0.022
1.1e-03,-0.64,0.164,0.022
1.1e-03,-0.64,0.156,0.022
1.1e-03,-0.64,0.164,0.022
1.1e-03,-0.64,0.164,0.018
1.1e-03,-0.56,0.16,0.022
1.1e-03,-0.64,0.164,0.022
1.1e-03,-0.56,0.16,0.022
1.1e-03,-0.64,0.16,0.022
1.1e-03,-0.64,0.164,0.026
1.1e-03,-0.64,0.168,0.022
1.1e-03,-0.64,0.164,0.018
1.1e-03,-0.6,0.164,0.018
1.1e-03,-0.6,0.168,0.022
1.1e-03,-0.64,0.156,0.022
1.1e-03,-0.6,0.164,0.026
1.1e-03,-0.64,0.16,0.022
1.1e-03,-0.6,0.164,0.022
1.1e-03,-0.6,0.16,0.022
1.1e-03,-0.6,0.164,0.018
1.1e-03,-0.64,0.16,0.022
1.1e-03,-0.6,0.164,0.026
1.1e-03,-0.64,0.164,0.026
1.1e-03,-0.6,0.164,0.026
1.1e-03,-0.64,0.16,0.022
1.1e-03,-0.6,0.164,0.022
1.1e-03,-0.6,0.164,0.022
1.1e-03,-0.64,0.164,0.022
1.1e-03,-0.6,0.16,0.022
1.1e-03,-0.64,0.16,0.018
1.1e-03,-0.6,0.164,0.022
1.1e-03,-0.64,0.164,0.022
1.1e-03,-0.64,0.16,0.018
1.1e-03,-0.64,0.16,0.026
1.1e-03,-0.64,0.164,0.022
1.1e-03,-0.6,0.16,0.022
1.1e-03,-0.6,0.164,0.022
1.2e-03,-0.6,0.164,0.026
1.2e-03,-0.6,0.164,0.022
1.2e-03,-0.64,0.16,0.018
1.2e-03,-0.64,0.164,0.018
1.2e-03,-0.56,0.164,0.022
1.2e-03,-0.64,0.164,0.022
1.2e-03,-0.6,0.168,0.018
1.2e-03,-0.64,0.164,0.018
1.2e-03,-0.56,0.164,0.022
1.2e-03,-0.64,0.16,0.018
1.2e-03,-0.64,0.164,0.022
1.2e-03,-0.6,0.16,0.018
1.2e-03,-0.64,0.164,0.022
1.2e-03,-0.64,0.16,0.018
1.2e-03,-0.64,0.16,0.026
1.2e-03,-0.56,0.164,0.018
1.2e-03,-0.6,0.164,0.018
1.2e-03,-0.64,0.168,0.022
1.2e-03,-0.64,0.16,0.026
1.2e-03,-0.6,0.16,0.026
1.2e-03,-0.64,0.164,0.022
1.2e-03,-0.6,0.164,0.022
1.2e-03,-0.64,0.16,0.022
1.2e-03,-0.52,0.16,0.03
1.2e-03,-0.6,0.16,0.022
1.2e-03,-0.64,0.16,0.022
1.2e-03,-0.56,0.164,0.026
1.2e-03,-0.6,0.16,0.018
1.2e-03,-0.6,0.16,0.026
1.2e-03,-0.6,0.16,0.022
1.2e-03,-0.6,0.164,0.022
1.2e-03,-0.6,0.164,0.022
1.2e-03,-0.64,0.164,0.018
1.2e-03,-0.64,0.16,0.022
1.2e-03,-0.64,0.168,0.022
1.2e-03,-0.6,0.164,0.022
1.2e-03,-0.6,0.164,0.022
1.2e-03,-0.64,0.16,0.026
1.2e-03,-0.64,0.16,0.026
1.2e-03,-0.6,0.16,0.022
1.2e-03,-0.56,0.164,0.018
1.2e-03,-0.6,0.16,0.022
1.2e-03,-0.64,0.164,0.018
1.2e-03,-0.6,0.164,0.022
1.2e-03,-0.6,0.16,0.014
1.2e-03,-0.6,0.16,0.022
1.2e-03,-0.6,0.16,0.026
1.2e-03,-0.6,0.16,0.022
1.2e-03,-0.6,0.164,0.026
1.2e-03,-0.6,0.156,0.018
1.3e-03,-0.64,0.16,0.018
1.3e-03,-0.6,0.164,0.026
1.3e-03,-0.64,0.168,0.022
1.3e-03,-0.56,0.164,0.022
1.3e-03,-0.6,0.16,0.022
1.3e-03,-0.64,0.164,0.018
1.3e-03,-0.64,0.156,0.022
1.3e-03,-0.64,0.16,0.018
1.3e-03,-0.6,0.168,0.022
1.3e-03,-0.6,0.16,0.018
1.3e-03,-0.64,0.164,0.018
1.3e-03,-0.64,0.16,0.022
1.3e-03,-0.6,0.16,0.018
1.3e-03,-0.6,0.16,0.022
1.3e-03,-0.64,0.16,0.022
1.3e-03,-0.56,0.164,0.022
1.3e-03,-0.64,0.164,0.022
1.3e-03,-0.6,0.164,0.026
1.3e-03,-0.6,0.164,0.022
1.3e-03,-0.6,0.164,0.022
1.3e-03,-0.56,0.168,0.022
1.3e-03,-0.64,0.16,0.026
1.3e-03,-0.6,0.16,0.022
1.3e-03,-0.56,0.16,0.026
1.3e-03,-0.64,0.164,0.022
1.3e-03,-0.6,0.164,0.018
1.3e-03,-0.64,0.164,0.026
1.3e-03,-0.6,0.16,0.022
1.3e-03,-0.64,0.16,0.026
1.3e-03,-0.6,0.16,0.022
1.3e-03,-0.6,0.164,0.022
1.3e-03,-0.64,0.16,0.022
1.3e-03,-0.64,0.16,0.018
1.3e-03,-0.6,0.164,0.026
1.3e-03,-0.6,0.168,0.018
1.3e-03,-0.64,0.16,0.026
1.3e-03,-0.6,0.16,0.026
1.3e-03,-0.64,0.164,0.022
1.3e-03,-0.6,0.164,0.022
1.3e-03,-0.6,0.164,0.018
1.3e-03,-0.64,0.16,0.022
1.3e-03,-0.64,0.164,0.022
1.3e-03,-0.6,0.164,0.022
1.3e-03,-0.64,0.164,0.022
1.3e-03,-0.64,0.16,0.022
1.3e-03,-0.64,0.16,0.022
1.3e-03,-0.64,0.164,0.018
1.3e-03,-0.6,0.164,0.022
1.3e-03,-0.6,0.164,0.022
1.3e-03,-0.64,0.16,0.018
1.4e-03,-0.6,0.16,0.022
1.4e-03,-0.6,0.168,0.022
1.4e-03,-0.6,0.164,0.022
1.4e-03,-0.6,0.164,0.026
1.4e-03,-0.6,0.164,0.022
1.4e-03,-0.6,0.152,0.022
1.4e-03,-0.6,0.164,0.022
1.4e-03,-0.6,0.16,0.022
1.4e-03,-0.64,0.164,0.022
1.4e-03,-0.64,0.164,0.018
1.4e-03,-0.64,0.164,0.026
